source_platform,product_external_id,product_name,brand,category_lvl1,category_lvl2,category_lvl3,price_current,price_original,discount_percent,rating_avg,review_count,stock_available,store_name,image_url,crawl_time,attributes.spec_cpu,attributes.spec_ram,attributes.spec_storage,attributes.spec_display,attributes.spec_os
Tiki,278607957,Điện thoại Oppo A5i (4GB/64GB) - Hàng chính hãng,OPPO,,,,3290000,3290000,0.0,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/dc/3b/44/7bb5748970b5a611717dd009361d9b89.jpg,2025-10-15T04:58:33.777485+00:00,,,,,
Tiki,278604572,Điện thoại Oppo A58 ( 8GB/128GB) - Hàng chính hãng,OPPO,,,,5490000,5490000,0.0,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/48/11/35/f1d52cacfc5715e9e1e4169d40d6963e.jpg,2025-10-15T04:58:34.312320+00:00,,,,,
Tiki,278604009,"Điện thoại Samsung Galaxy S25 Ultra (12GB/256GB), Điện thoại AI, Tìm kiếm thông minh, Video camera đêm Nightography, S Pen đa nhiệm - Đã kích hoạt bảo hành điện tử - Hàng Chính Hãng ",Samsung,,,,23890000,36810000,35.1,0,0,,Tiki Trading,https://salt.tikicdn.com/cache/280x280/ts/product/6c/4a/e4/b82d3f2e9dbe227d5f7bada5798a53a7.jpg,2025-10-15T04:58:34.740686+00:00,,,,,
Tiki,278592403,Điện thoại Samsung Galaxy A07 LTE (4GB/64GB) - Hàng chính hãng,Samsung,,,,2990000,3090000,3.24,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/ea/b5/69/2b23670d231ec16445b23306f8c9e877.jpg,2025-10-15T04:58:35.233450+00:00,,,,,
Tiki,278591193,Điện thoại Samsung Galaxy A17 5G (8GB/128GB) - Hàng chính hãng,Samsung,,,,5749000,6190000,7.12,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/93/3f/52/65f793de74a6795090da5f7fc9517023.jpg,2025-10-15T04:58:35.267183+00:00,,,,,
Tiki,278591094,Điện thoại Samsung Galaxy A07 LTE (4GB/128GB) - Hàng chính hãng,Samsung,,,,3049000,3390000,10.06,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/59/9b/ab/402bf19657752a873cfe13864f063d9c.jpg,2025-10-15T04:58:35.792589+00:00,,,,,
Tiki,278580633,Điện thoại Xiaomi Redmi 15 (8GB/128GB) - Hàng chính hãng,Xiaomi,,,,4849000,5190000,6.57,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/ee/cf/81/2d8304fe8d4b5ea1f7e8b42d17dd4ee5.jpg,2025-10-15T04:58:36.144146+00:00,,,,,
Tiki,278580531,Điện thoại Xiaomi Redmi 15 (6GB/128GB) - Hàng chính hãng,Xiaomi,,,,4399000,4790000,8.16,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/1d/ec/4c/390032402f5ff72b961f3edf59d90def.jpg,2025-10-15T04:58:36.618133+00:00,,,,,
Tiki,278540683,Điện Thoại Samsung Galaxy A17 5G 8GB/128GB - Hàng Chính Hãng,Samsung,,,,5467000,6190000,11.68,0,0,,Hồng Hạnh Mobile,https://salt.tikicdn.com/cache/280x280/ts/product/67/a1/61/908e2fe1107d9936cc430a0c9c822b4b.jpg,2025-10-15T04:58:36.684324+00:00,,,,,
Tiki,278524463, Điện Thoại Samsung Galaxy S24 FE (8GB/128GB) - Hàng Chính Hãng,Samsung,,,,9990000,16690000,40.14,5,2,,Tiki Trading,https://salt.tikicdn.com/cache/280x280/ts/product/de/cc/9b/3e51774dd76ae2d6bece60168ecc4cca.png,2025-10-15T04:58:37.093920+00:00,,,,,
Tiki,278505416,"Điện Thoại Samsung Galaxy A07 (4/128GB), Màn Hình Lớn 6.7'', Pin 5000mAh, IP54 Kháng Nước Kháng Bụi - Hàng Chính Hãng",Samsung,,,,2890000,3390000,14.75,0,0,,Tiki Trading,https://salt.tikicdn.com/cache/280x280/ts/product/a7/b1/60/8053b3d20c792fa5db420b0bca24bd02.jpg,2025-10-15T04:58:37.617512+00:00,,,,,
Tiki,278500947,Điện Thoại Realme C71 4GB/128GB - Hàng Chính Hãng,Realme,,,,3039000,3990000,23.83,0,0,,Hồng Hạnh Mobile,https://salt.tikicdn.com/cache/280x280/ts/product/f3/ed/b6/9351ebb28bddbdd50fdc949592fefd3f.jpg,2025-10-15T04:58:38.019979+00:00,,4GB,,,
Tiki,278500816,Điện Thoại Oppo A3x 6GB/128GB - Hàng Chính Hãng,OPPO,,,,3779000,4690000,19.42,0,0,,Hồng Hạnh Mobile,https://salt.tikicdn.com/cache/280x280/ts/product/8b/c3/1f/b8c3fb7573934d384002a3a9ee6b4100.jpg,2025-10-15T04:58:38.495403+00:00,,6GB,,,
Tiki,278505394,"Điện Thoại Samsung Galaxy A17 LTE (8/128GB), Kính Cường Lực Gorilla Victus, Camera 50MP & IOS, AI Gemini - Hàng Chính Hãng",Samsung,,,,5190000,5190000,0.0,0,0,,Tiki Trading,https://salt.tikicdn.com/cache/280x280/ts/product/9d/6d/b7/ac0cf6627957a9807103864b3cc18e7e.jpg,2025-10-15T04:58:38.508546+00:00,,,,,
Tiki,278490553,Điện thoại Oppo A3 (8GB/128GB) - Hàng chính hãng,OPPO,,,,4549000,5290000,14.01,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/0b/43/7a/5391a3e87cbfb259e80da153964827fd.jpg,2025-10-15T04:58:39.016012+00:00,,,,,
Tiki,278470574,Điện thoại Realme C71 (4GB/128GB) - Hàng chính hãng,Realme,,,,3490000,3920000,10.97,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/55/a7/a6/e420b60cca5e52c6539149bd3e5ab7fd.jpg,2025-10-15T04:58:39.310648+00:00,,,,,
Tiki,278469304,"Điện thoại Masstel Izi 56 4G (LTE) Gọi HD Call ,Pin khủng ,loa lớn - Hàng Chính Hãng",Masstel,,,,499000,699000,28.61,0,0,,THẮNG THAO MOBILE,https://salt.tikicdn.com/cache/280x280/ts/product/9a/e4/9f/9ca6f5af6469f9a0855ff256ba7130fd.jpg,2025-10-15T04:58:39.802420+00:00,,,,,
Tiki,278469345,"Điện thoại ZTE Family 4GB/128GB, Màn OLED Full HD+, Dimensity 700, Kháng nước IP67, Sạc 22,5W - Mới nguyên seal - Hàng nhập khẩu nhật",Tecno,,,,2599000,2990000,13.08,0,0,,THẮNG THAO MOBILE,https://salt.tikicdn.com/cache/280x280/ts/product/e3/64/3d/d69d0b7980f200ad09e16e3ae39f276b.jpg,2025-10-15T04:58:39.881195+00:00,,4gb,,,
Tiki,278469283,"Điện thoại Xiaomi REDMI 14C 5G (6GB/128GB) ,Chip Snapdragon 4 Gen 2 ,Màn hình 6.88inch - Hàng nhập khẩu",Xiaomi,,,,2599000,3590000,27.6,0,0,,THẮNG THAO MOBILE,https://salt.tikicdn.com/cache/280x280/ts/product/7d/3c/fc/5a4b6ad0c7679dda72c47f991d8fefe7.jpg,2025-10-15T04:58:40.364189+00:00,,6gb,,,
Tiki,278469276,"Điện thoại Realme C65 (6GB/128GB) Chipset:MediaTek Helio G85,Màn hình 6.67inch - Hàng chính hãng",Realme,,,,2699000,3290000,17.96,0,0,,THẮNG THAO MOBILE,https://salt.tikicdn.com/cache/280x280/ts/product/d2/33/9d/884cb4d6820067d83b2bf23e84b0513b.jpg,2025-10-15T04:58:40.689619+00:00,,6gb,,,
Tiki,278469242,"Điện thoại Realme C61(6GB/128GB) Màn hình 6.74inch,pin 5000mAh - Hàng chính hãng",Realme,,,,2699000,3290000,17.96,0,0,,THẮNG THAO MOBILE,https://salt.tikicdn.com/cache/280x280/ts/product/2d/dd/8a/d46056fae353ea7db43b8389194a1af7.jpg,2025-10-15T04:58:41.163047+00:00,,6gb,,,
Tiki,278468588,"Điện thoại Xiaomi Redmi Note 13 5G (8GB/128GB) Màn hình Amoled 6.67"" Chip Dimensity 6080 - Hàng nhập khẩu",Xiaomi,,,,3569000,4900000,27.16,5,1,,THẮNG THAO MOBILE,https://salt.tikicdn.com/cache/280x280/ts/product/06/83/ca/48a26d8c2c817d2e39750c558be430f7.jpg,2025-10-15T04:58:41.179282+00:00,,8GB,,,
