source_platform,product_external_id,product_name,brand,category_lvl1,category_lvl2,category_lvl3,price_current,price_original,discount_percent,rating_avg,review_count,stock_available,store_name,image_url,crawl_time,attributes.spec_cpu,attributes.spec_ram,attributes.spec_storage,attributes.spec_display,attributes.spec_os
Tiki,278635074,Điện thoại Xiaomi Redmi 13x (6GB/128GB) - Hàng chính hãng,Xiaomi,,,,4290000,4290000,0.0,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/a0/9e/58/b5ab850c656dd3a2346782fab802f3d9.jpg,2025-10-14T13:17:14.253489+00:00,,,,,
Tiki,278642597,Tai nghe Samsung có dây EO-IA500BBEGWW 3.5mm - Hàng Chính Hãng,Samsung,,,,220000,290000,24.14,0,0,,Tiki Trading,https://salt.tikicdn.com/cache/280x280/ts/product/1e/e7/46/90c79b8bde4d3de7fc10eeaf052f083c.png,2025-10-14T13:17:14.531515+00:00,,,,,
Tiki,278630285,Apple iPhone Air,Apple,,,,29990000,31990000,6.25,5,1,,Tiki Trading,https://salt.tikicdn.com/cache/280x280/ts/product/ef/67/33/79cbb046ea3942e6e9046f172a08573e.jpg,2025-10-14T13:17:14.724140+00:00,,,,,
Tiki,278628866,Apple iPhone 17 Pro Max ,Apple,,,,43490000,44490000,2.25,5,14,,Tiki Trading,https://salt.tikicdn.com/cache/280x280/ts/product/85/50/d4/92da5535f827912efd1738af616cab42.jpg,2025-10-14T13:17:15.211260+00:00,,,,,
Tiki,278628812,Apple iPhone 17 Pro ,Apple,,,,34490000,34990000,1.43,5,2,,Tiki Trading,https://salt.tikicdn.com/cache/280x280/ts/product/1d/5d/d1/3110f40a082220366ea047f174a2e837.jpg,2025-10-14T13:17:15.342355+00:00,,,,,
Tiki,278620827,Điện thoại Samsung Galaxy A06 5G - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,Samsung,,,,2390000,3920000,39.03,4.5,18,,Tiki Trading,https://salt.tikicdn.com/cache/280x280/ts/product/ce/dc/3e/05f3bad9ce8b5f364ae224a73144357d.jpg,2025-10-14T13:17:15.382098+00:00,,,,,
Tiki,278618790,Điện thoại POCO C71 (4GB/128GB) - Hàng Chính Hãng,POCO,,,,3150000,3150000,0.0,0,0,,Tiki Trading,https://salt.tikicdn.com/cache/280x280/ts/product/b5/b1/92/46599ee26897df18dd01db672aa7ac74.png,2025-10-14T13:17:15.897075+00:00,,4GB,,,
Tiki,278607963,Điện thoại Oppo A5i (4GB/128GB) - Hàng chính hãng,OPPO,,,,3490000,4490000,22.27,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/9a/4e/cd/6858ca07ae041559bf6142d83432a62a.jpg,2025-10-14T13:17:16.357719+00:00,,,,,
Tiki,278607957,Điện thoại Oppo A5i (4GB/64GB) - Hàng chính hãng,OPPO,,,,3290000,3290000,0.0,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/dc/3b/44/7bb5748970b5a611717dd009361d9b89.jpg,2025-10-14T13:17:16.858579+00:00,,,,,
Tiki,278592403,Điện thoại Samsung Galaxy A07 LTE (4GB/64GB) - Hàng chính hãng,Samsung,,,,2990000,3090000,3.24,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/ea/b5/69/2b23670d231ec16445b23306f8c9e877.jpg,2025-10-14T13:17:17.745881+00:00,,,,,
Tiki,278591094,Điện thoại Samsung Galaxy A07 LTE (4GB/128GB) - Hàng chính hãng,Samsung,,,,3049000,3390000,10.06,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/59/9b/ab/402bf19657752a873cfe13864f063d9c.jpg,2025-10-14T13:17:17.795074+00:00,,,,,
Tiki,278591193,Điện thoại Samsung Galaxy A17 5G (8GB/128GB) - Hàng chính hãng,Samsung,,,,5749000,6190000,7.12,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/93/3f/52/65f793de74a6795090da5f7fc9517023.jpg,2025-10-14T13:17:18.286704+00:00,,,,,
Tiki,278604572,Điện thoại Oppo A58 ( 8GB/128GB) - Hàng chính hãng,OPPO,,,,5490000,5490000,0.0,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/48/11/35/f1d52cacfc5715e9e1e4169d40d6963e.jpg,2025-10-14T13:17:18.296510+00:00,,,,,
Tiki,278604009,"Điện thoại Samsung Galaxy S25 Ultra (12GB/256GB), Điện thoại AI, Tìm kiếm thông minh, Video camera đêm Nightography, S Pen đa nhiệm - Đã kích hoạt bảo hành điện tử - Hàng Chính Hãng ",Samsung,,,,23890000,36810000,35.1,0,0,,Tiki Trading,https://salt.tikicdn.com/cache/280x280/ts/product/6c/4a/e4/b82d3f2e9dbe227d5f7bada5798a53a7.jpg,2025-10-14T13:17:18.756090+00:00,,,,,
Tiki,278580633,Điện thoại Xiaomi Redmi 15 (8GB/128GB) - Hàng chính hãng,Xiaomi,,,,4849000,5190000,6.57,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/ee/cf/81/2d8304fe8d4b5ea1f7e8b42d17dd4ee5.jpg,2025-10-14T13:17:18.785417+00:00,,,,,
Tiki,278540683,Điện Thoại Samsung Galaxy A17 5G 8GB/128GB - Hàng Chính Hãng,Samsung,,,,5467000,6190000,11.68,0,0,,Hồng Hạnh Mobile,https://salt.tikicdn.com/cache/280x280/ts/product/67/a1/61/908e2fe1107d9936cc430a0c9c822b4b.jpg,2025-10-14T13:17:19.067755+00:00,,,,,
Tiki,278580531,Điện thoại Xiaomi Redmi 15 (6GB/128GB) - Hàng chính hãng,Xiaomi,,,,4399000,4790000,8.16,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/1d/ec/4c/390032402f5ff72b961f3edf59d90def.jpg,2025-10-14T13:17:19.257548+00:00,,,,,
Tiki,278505416,"Điện Thoại Samsung Galaxy A07 (4/128GB), Màn Hình Lớn 6.7'', Pin 5000mAh, IP54 Kháng Nước Kháng Bụi - Hàng Chính Hãng",Samsung,,,,2890000,3390000,14.75,0,0,,Tiki Trading,https://salt.tikicdn.com/cache/280x280/ts/product/a7/b1/60/8053b3d20c792fa5db420b0bca24bd02.jpg,2025-10-14T13:17:19.577002+00:00,,,,,
Tiki,278505394,"Điện Thoại Samsung Galaxy A17 LTE (8/128GB), Kính Cường Lực Gorilla Victus, Camera 50MP & IOS, AI Gemini - Hàng Chính Hãng",Samsung,,,,5190000,5190000,0.0,0,0,,Tiki Trading,https://salt.tikicdn.com/cache/280x280/ts/product/9d/6d/b7/ac0cf6627957a9807103864b3cc18e7e.jpg,2025-10-14T13:17:20.044670+00:00,,,,,
Tiki,278524463, Điện Thoại Samsung Galaxy S24 FE (8GB/128GB) - Hàng Chính Hãng,Samsung,,,,9990000,16690000,40.14,5,2,,Tiki Trading,https://salt.tikicdn.com/cache/280x280/ts/product/de/cc/9b/3e51774dd76ae2d6bece60168ecc4cca.png,2025-10-14T13:17:20.069780+00:00,,,,,
Tiki,278500947,Điện Thoại Realme C71 4GB/128GB - Hàng Chính Hãng,Realme,,,,3039000,3990000,23.83,0,0,,Hồng Hạnh Mobile,https://salt.tikicdn.com/cache/280x280/ts/product/f3/ed/b6/9351ebb28bddbdd50fdc949592fefd3f.jpg,2025-10-14T13:17:20.088776+00:00,,4GB,,,
Tiki,278500816,Điện Thoại Oppo A3x 6GB/128GB - Hàng Chính Hãng,OPPO,,,,3779000,4690000,19.42,0,0,,Hồng Hạnh Mobile,https://salt.tikicdn.com/cache/280x280/ts/product/8b/c3/1f/b8c3fb7573934d384002a3a9ee6b4100.jpg,2025-10-14T13:17:20.612151+00:00,,6GB,,,
Tiki,278490752,Điện thoại Realme Note 60x (4GB/64GB) - Hàng chính hãng,Realme,,,,2289000,2940000,22.14,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/ee/91/3e/e2642af223e4eb076862609d3627a41c.jpg,2025-10-14T13:17:20.639631+00:00,,,,,
Tiki,278490553,Điện thoại Oppo A3 (8GB/128GB) - Hàng chính hãng,OPPO,,,,4549000,5290000,14.01,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/0b/43/7a/5391a3e87cbfb259e80da153964827fd.jpg,2025-10-14T13:17:21.106606+00:00,,,,,
Tiki,278470574,Điện thoại Realme C71 (4GB/128GB) - Hàng chính hãng,Realme,,,,3490000,3920000,10.97,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/55/a7/a6/e420b60cca5e52c6539149bd3e5ab7fd.jpg,2025-10-14T13:17:21.347394+00:00,,,,,
Tiki,278469345,"Điện thoại ZTE Family 4GB/128GB, Màn OLED Full HD+, Dimensity 700, Kháng nước IP67, Sạc 22,5W - Mới nguyên seal - Hàng nhập khẩu nhật",Tecno,,,,2599000,2990000,13.08,0,0,,THẮNG THAO MOBILE,https://salt.tikicdn.com/cache/280x280/ts/product/e3/64/3d/d69d0b7980f200ad09e16e3ae39f276b.jpg,2025-10-14T13:17:21.619145+00:00,,4gb,,,
Tiki,278469304,"Điện thoại Masstel Izi 56 4G (LTE) Gọi HD Call ,Pin khủng ,loa lớn - Hàng Chính Hãng",Masstel,,,,499000,699000,28.61,0,0,,THẮNG THAO MOBILE,https://salt.tikicdn.com/cache/280x280/ts/product/9a/e4/9f/9ca6f5af6469f9a0855ff256ba7130fd.jpg,2025-10-14T13:17:21.881577+00:00,,,,,
Tiki,278469283,"Điện thoại Xiaomi REDMI 14C 5G (6GB/128GB) ,Chip Snapdragon 4 Gen 2 ,Màn hình 6.88inch - Hàng nhập khẩu",Xiaomi,,,,2599000,3590000,27.6,0,0,,THẮNG THAO MOBILE,https://salt.tikicdn.com/cache/280x280/ts/product/7d/3c/fc/5a4b6ad0c7679dda72c47f991d8fefe7.jpg,2025-10-14T13:17:22.107479+00:00,,6gb,,,
Tiki,278469242,"Điện thoại Realme C61(6GB/128GB) Màn hình 6.74inch,pin 5000mAh - Hàng chính hãng",Realme,,,,2699000,3290000,17.96,0,0,,THẮNG THAO MOBILE,https://salt.tikicdn.com/cache/280x280/ts/product/2d/dd/8a/d46056fae353ea7db43b8389194a1af7.jpg,2025-10-14T13:17:22.377896+00:00,,6gb,,,
Tiki,278469276,"Điện thoại Realme C65 (6GB/128GB) Chipset:MediaTek Helio G85,Màn hình 6.67inch - Hàng chính hãng",Realme,,,,2699000,3290000,17.96,0,0,,THẮNG THAO MOBILE,https://salt.tikicdn.com/cache/280x280/ts/product/d2/33/9d/884cb4d6820067d83b2bf23e84b0513b.jpg,2025-10-14T13:17:22.621715+00:00,,6gb,,,
Tiki,278755938,Kính Cường Lực Cho iPhone 17/ 17 Air/ 17 Pro/ 17 Pro Max UNIQ OPTIX COVEX CLEAR Viền Trong Bảo Vệ Hoàn Hảo Cảm Ứng Mượt Hàng Chính Hãng,UNIQ,,,,285000,300000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/6c/89/f0/6545fc74cf37e6bb0e981a217b8b988a.jpg,2025-10-14T13:17:22.714311+00:00,,,,,
Tiki,278755919,Ốp Lưng Cho iPhone 17 Pro/ 17 Pro Max SKINARMA PHANTOM Mag-Charge Grip-Stand Tích Hợp Vòng Sạc Không Dây Chân Đế Móc Tay Hàng Chính Hãng,Skinarma,,,,1035500,1090000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/3c/57/e5/8fe8af7f44c973133d7a007ebce5f559.jpg,2025-10-14T13:17:23.219323+00:00,,,,,
Tiki,278755861,Ốp Lưng Cho iPhone 17 Pro/ 17 Pro Max SKINARMA MAGMA Mag-Charge Vỏ Bóng Bẩy Nút Bằng Nhôm Bảo Vệ Toàn Diện Hàng Chính Hãng,Skinarma,,,,845500,890000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/51/ac/96/8d0ed3697258148a9408ad862828e217.jpg,2025-10-14T13:17:23.660908+00:00,,,,,
Tiki,278755908,Ốp Lưng Cho iPhone 17 Pro/ 17 Pro Max SKINARMA SONIX Mag-Charge In Họa Tiết Cảm Hứng Từ Công Nghệ Sành Điệu Thời Trang Hàng Chính Hãng,Skinarma,,,,845500,890000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/f3/16/d7/6674baaf7314eb0590a223714acb3e1c.jpg,2025-10-14T13:17:23.748591+00:00,,,,,
Tiki,278752407,Ốp Lưng Cho iPhone 17 Pro Max / 17 Pro UNIQ COMBAT Bảo Vệ 3 Lớp Chống Sốc 4m Chuẩn Quân Đội ShockSorb Hàng Chính Hãng,UNIQ,,,,722000,760000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/17/fb/a9/644d327ce478ac3abe5c22dc5ece34d5.jpg,2025-10-14T13:17:24.052125+00:00,,,,,
Tiki,278755768,Ốp Lưng Cho iPhone 17 Pro/ 17 Pro Max SKINARMA SPECTRA Mag-Charge In Họa Tiết IML Cao Cấp Hàng Chính Hãng,Skinarma,,,,940500,990000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/c2/4e/b8/4ccb99e33061cff641e489c9254e0b64.jpg,2025-10-14T13:17:24.141201+00:00,,,,,
Tiki,278755346,"Ốp Lưng Cho iPhone 17/ 17 Air/ 17 Pro/ 17 Pro Max SKINARMA SAIDO Mag-Charge Kèm Nút Bấm Thay Thế, Nút Góc Móc Dây Đeo Hàng Chính Hãng",Skinarma,,,,750500,790000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/16/db/bd/e3bdf0cb9bafc9e0cd230a7b9f98e9e8.jpg,2025-10-14T13:17:24.550861+00:00,,,,,
Tiki,278752305,Kính Bảo Vệ Camera Cho iPhone 17 Pro/ 17 Pro Max UNIQ OPTIX PRIME Được Chế Tác Từ Sapphire Viền Thép Không Gỉ Hàng Chính Hãng,UNIQ,,,,650000,650000,0.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/9e/58/f2/53920056a5dbe75fa6e689a2ff083de3.jpg,2025-10-14T13:17:24.604347+00:00,,,,,
Tiki,278750464,"Chuột không dây Wi WU WiMice WM112 cao cấp, kết nối ổn định - Hàng Chính Hãng",CA,,,,290000,290000,0.0,0,0,,Bim Mart,https://salt.tikicdn.com/cache/280x280/ts/product/76/9c/32/09d86e9bd5c6130c55dcfd7c8990b79e.png,2025-10-14T13:17:25.186909+00:00,,,,,
Tiki,278750024,Bao Case Ốp Vintage Camera cho Airpods 4 / Airpods Pro 3 - Hàng Chính Hãng,DEVO,,,,159000,159000,0.0,0,0,,DEVO SHOP,https://salt.tikicdn.com/cache/280x280/ts/product/bc/e5/69/41a3e29cdc5f22919d425633b4ed82f0.jpg,2025-10-14T13:17:25.397841+00:00,,,,,
Tiki,278751714,"ốp lưng siêu mỏng 0.3mm sạc từ tính bảo vệ camera trong suốt chống ố vàng cho iPhone 17 Pro Max / 17 Air / iP 17 Pro / 17 hiệu Memumi Slim Magnetic Clear - Chống trầy xước, độ trong full HD, sạc không dây nam châm N52 - Hàng nhập khẩu",GREENCASE,,,,255000,255000,0.0,0,0,,ATZstore,https://salt.tikicdn.com/cache/280x280/ts/product/93/4f/eb/a525179c21136e491e27e3b4cb9e6fc2.jpg,2025-10-14T13:17:25.701470+00:00,,,,,
Tiki,278749910,Ốp Lưng UNIQ COEHL SOLEA Cho iPhone 17 Pro/ 17 Pro Max Hỗ Trợ Sạc Không Dây Từ Tính Phản Chiếu Ánh Sáng Ấm Áp Lấp Lánh Hàng Chính Hãng,UNIQ,,,,845500,890000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/4a/91/41/b037251ab8bf0132e3254f2fe8ca59ba.jpg,2025-10-14T13:17:25.957630+00:00,,,,,
Tiki,278749883,Ốp Lưng Cho iPhone 17 Pro/ 17 Pro Max UNIQ HELDRO PRO Da Hybrid + FlexGrip Chân Đế Ẩn Làm Viền Camera Hỗ Trợ Sạc Không Dây Hàng Chính Hãng,UNIQ,,,,940500,990000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/39/7c/c8/8ff3389a15a5e529e51f03322c51884a.jpg,2025-10-14T13:17:25.980482+00:00,,,,,
Tiki,278750436,"Ốp lưng Ai Camera control nhám MatteMag Pro sạc từ tính nam châm N52 cho iPhone 17 Pro Max / 17 Pro hiệu Likgus Tuan Magneti Ai - Viền TPU đệm khí Chống sốc, Lưng PC Chống ố chống bám vân tay - Hàng nhập khẩu",HOTCASE,,,,239000,239000,0.0,0,0,,hotphukien,https://salt.tikicdn.com/cache/280x280/ts/product/b0/07/e2/f7271566fc9bfac570297a3af71ed493.jpg,2025-10-14T13:17:26.225011+00:00,,,,,
Tiki,278749805,Ốp Lưng Cho iPhone 17/ 17 Air UNIQ COMBAT 3 Lớp Bảo Vệ Chống Sốc 4m Chuẩn Quân Đội ShockSorb Sạc Không Dây Chắc Chắn Hàng Chính Hãng,UNIQ,,,,684000,720000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/d8/e3/1f/b60e056fc6486de5a553829ce52b67a4.jpg,2025-10-14T13:17:26.696104+00:00,,,,,
Tiki,278749753,Ốp Lưng Cho iPhone 17 Air/ 17 Pro/ 17 Pro Max UNIQ KEVA Sợi Aramid Siêu Bền Nút Cảm Ứng Camera Hỗ Trợ MagClick Bền Nhẹ Ôm Chắc Hàng Chính Hãng,UNIQ,,,,1377500,1450000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/3a/32/24/48385a6df7fe6b6e6fc319f16845205c.jpg,2025-10-14T13:17:26.872656+00:00,,,,,
Tiki,278749638,Ốp Lưng Cho iPhone 17 Series UNIQ LYDEN Da Vegan Cao Cấp Viền Camera Bằng Nhôm Lót Microfiber Hỗ Trợ MagClick Hàng Chính Hãng,UNIQ,,,,845500,890000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/56/a1/6a/0c15980c8cd38c959219690671443637.jpg,2025-10-14T13:17:27.375124+00:00,,,,,
Tiki,278749499,Ốp Lưng Da UNIQ COEHL MIRELLE Cho iPhone 17 Pro/ 17 Pro Max Hoàn Thiện Tinh Tế Nét Thanh Lịch Cổ Điển Chi Tiết Hiện Đại Hàng Chính Hãng,UNIQ,,,,1130500,1190000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/6f/2a/4f/245882135fcc6a435afb7d098118e4db.jpg,2025-10-14T13:17:27.488651+00:00,,,,,
Tiki,278746703,Chuột Không Dây Logitech MX Master 4 - GiaPhucStore | Hàng Chính Hãng,Logitech,,,,3390000,3390000,0.0,0,0,,GiaPhucStore,https://salt.tikicdn.com/cache/280x280/ts/product/33/d6/fd/e8f7ef85c0713ba22ceb00c950222a37.jpg,2025-10-14T13:17:27.835720+00:00,,,,,
Tiki,278746466,Chuột không dây Logitech Pebble M350S - Hàng chính hãng,Logitech,,,,899000,899000,0.0,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/19/42/80/972f2129a7df771b4c547597bd348517.jpg,2025-10-14T13:17:28.653827+00:00,,,,,
Tiki,278746177,"Ốp lưng siêu mỏng Memumi dành cho iPhone Air, iPhone 17, iPhone 17 Pro, iPhone 17 Pro Max - Hàng Nhập Khẩu",IDEWEI,,,,150000,150000,0.0,0,0,,CasemeStore,https://salt.tikicdn.com/cache/280x280/ts/product/37/ff/e0/443f966c11758411254d5d7b951f47d2.png,2025-10-14T13:17:28.736318+00:00,,,,,
Tiki,278746166,"Ốp lưng độ giống iPhone 17 hãng LIKGUS dành cho iPhone 15 Pro Max, iPhone 16 Pro Max cao cấp- hàng nhập khẩu",IDEWEI,,,,170000,170000,0.0,0,0,,CasemeStore,https://salt.tikicdn.com/cache/280x280/ts/product/99/fc/70/580023ec82595cc4208f5fbbde1589fe.png,2025-10-14T13:17:29.127721+00:00,,,,,
Tiki,278746405,Chuột không dây Logitech MX Master 4 - Hàng chính hãng,Logitech,,,,3990000,3990000,0.0,0,0,,Long Hưng Official Store,https://salt.tikicdn.com/cache/280x280/ts/product/27/fa/fb/99f0b69ca5ab534472767cecbc1f3f76.jpg,2025-10-14T13:17:29.152052+00:00,,,,,
Tiki,278746158,"Ốp lưng độ giống iPhone 17 hãng LIKGUS dành cho iPhone 15 Pro Max, iPhone 16 Pro Max cao cấp - Hàng Chính Hãng",CA,,,,160000,160000,0.0,0,0,,Bim Mart,https://salt.tikicdn.com/cache/280x280/ts/product/99/fc/70/7d0d305fad4711e57cacb0906c151969.png,2025-10-14T13:17:29.385258+00:00,,,,,
Tiki,278746173,Bao da bàn phím dành cho iPad Air 11 inch M3 2025 Wi Wu MK-006 – 3 trong 1 kèm bút cảm ứng - Hàng nhập khẩu,IDEWEI,,,,750000,750000,0.0,0,0,,CasemeStore,https://salt.tikicdn.com/cache/280x280/ts/product/d0/6a/6e/ce8122a024f5e8576119b00e9154798c.png,2025-10-14T13:17:29.592130+00:00,,,,,
Tiki,278745964,Ốp Lưng UNIQ COEHL FLEURETTE Cho iPhone 17 Pro Max Hiệu Ứng Cát Chảy Tuyệt Đẹp Khi Xoay Điện Thoại Hàng Chính Hãng,UNIQ,,,,750500,790000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/b4/0b/9a/84b6fdcc79b039cc9a55a010d965623b.jpg,2025-10-14T13:17:30.137943+00:00,,,,,
Tiki,278746039,"Dán Cường Lực Camera Dành Cho iPhone 17 Pro, iPhone 17 Pro Max Kuzoom, Viền Nhôm Bảo Vệ - Hàng Nhập Khẩu",IDEWEI,,,,120000,120000,0.0,0,0,,CasemeStore,https://salt.tikicdn.com/cache/280x280/ts/product/40/cb/44/4be64d61a86275908075b295cfda3693.png,2025-10-14T13:17:30.192017+00:00,,,,,
Tiki,278745957,Ốp Lưng UNIQ COEHL CRYSTELLE Cho iPhone 17 Pro Max Lấp Lánh Pha Lê Và Ánh Sáng Ngọc Trai Vỏ Sò Hỗ Trợ Sạc Không Dây Hàng Chính Hãng,UNIQ,,,,890000,890000,0.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/e5/34/13/f2dea7e141369ca9f9b2b27e0153d78e.jpg,2025-10-14T13:17:30.640662+00:00,,,,,
Tiki,278745882,Ốp Lưng Cho iPhone 17 Pro/ 17 Pro Max UNIQ COMBAT ACTIVE Thiết Kế Phát Sáng Trong Bóng Tối Chống Sốc 4m MagClick Hàng Chính Hãng,UNIQ,,,,807500,850000,5.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/e4/c0/86/3123c7aa3060de64dc445951443e3d72.jpg,2025-10-14T13:17:30.939022+00:00,,,,,
Tiki,278745923,Kính Cường Lực Gốm Cho iPhone 17 Pro Max UNIQ OPTIX XENON CLEAR/ PRIVACY Nanoceram Ceramic Shield Siêu Cứng Làm Từ Gốm Hàng Chính Hãng,UNIQ,,,,990000,990000,0.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/6f/cc/67/6cb6e7b799d684853efb31914dbdb39a.jpg,2025-10-14T13:17:31.146482+00:00,,,,,
Tiki,278745854,Kính Bảo Vệ Lens Camera Cho iPhone 17 Pro/ 17 Pro Max UNIQ OPTIX ALUGUARD Khung Hợp Kim Nhôm Kính Cường Lực 9H Hàng Chính Hãng,UNIQ,,,,390000,390000,0.0,0,0,,Phụ Kiện Gu,https://salt.tikicdn.com/cache/280x280/ts/product/aa/fc/9e/90b84e877c95199f03b48556bc2ae407.jpg,2025-10-14T13:17:31.488600+00:00,,,,,
