product_id,product_name,category,subcategory,brand,price,cost,discount_percent,stock_quantity,rating,num_reviews,weight_kg,created_date,is_active,created_at
PROD_00000039,Headphone 39,Electronics,Headphone,Brand_166,736.9,402.92,12,313,3.8,461,1.38,2025-05-26,True,2025-09-17 15:09:50.989834
PROD_00000040,Tablet 40,Electronics,Tablet,Brand_110,860.43,444.3,26,263,3.6,1901,6.35,2024-04-11,True,2025-09-17 15:09:50.989857
PROD_00000041,Đồ nội thất 41,Home,Đồ nội thất,Brand_2,163.37,77.98,0,978,3.0,1891,4.8,2025-06-21,False,2025-09-17 15:09:50.989880
PROD_00000042,Tablet 42,Electronics,Tablet,Brand_121,1454.36,726.57,9,643,4.9,523,7.67,2022-11-19,True,2025-09-17 15:09:50.989903
PROD_00000043,Dụng cụ nhà bếp 43,Home,Dụng cụ nhà bếp,Brand_122,94.22,39.83,39,261,3.2,666,2.87,2022-09-21,False,2025-09-17 15:09:50.989925
PROD_00000044,Đồ trang trí 44,Home,Đồ trang trí,Brand_127,585.68,285.12,33,875,1.7,3827,1.77,2023-01-09,False,2025-09-17 15:09:50.989949
PROD_00000045,Rau củ 45,Food,Rau củ,Brand_139,473.93,244.57,27,445,4.0,3451,3.6,2024-06-20,True,2025-09-17 15:09:50.989971
PROD_00000046,Laptop 46,Electronics,Laptop,Brand_66,1465.51,964.99,17,25,4.8,2479,2.07,2022-11-24,False,2025-09-17 15:09:50.989993
PROD_00000047,Quần jean 47,Clothing,Quần jean,Brand_96,1368.1,819.28,41,397,1.4,1657,4.73,2023-11-10,False,2025-09-17 15:09:50.990015
PROD_00000048,Dụng cụ nhà bếp 48,Home,Dụng cụ nhà bếp,Brand_163,800.81,252.26,32,807,1.1,2239,3.91,2022-10-09,True,2025-09-17 15:09:50.990037
PROD_00000049,Headphone 49,Electronics,Headphone,Brand_177,1114.86,534.07,2,958,2.9,4741,0.23,2022-12-04,False,2025-09-17 15:09:50.990060
PROD_00000050,Sách học 50,Books,Sách học,Brand_172,474.85,164.01,20,307,2.0,3683,6.63,2022-11-29,True,2025-09-17 15:09:50.990082
PROD_00000051,Đồ nội thất 51,Home,Đồ nội thất,Brand_165,56.52,23.45,15,640,3.4,4827,4.53,2023-05-13,True,2025-09-17 15:09:50.990104
PROD_00000052,Quần jean 52,Clothing,Quần jean,Brand_40,1705.09,629.17,35,814,3.6,3910,4.63,2023-10-14,False,2025-09-17 15:09:50.990133
PROD_00000053,Headphone 53,Electronics,Headphone,Brand_49,1222.49,471.15,39,844,4.4,481,0.11,2024-01-31,True,2025-09-17 15:09:50.990155
PROD_00000054,Truyện tranh 54,Books,Truyện tranh,Brand_66,1383.87,520.07,45,357,1.3,2587,0.88,2025-09-02,False,2025-09-17 15:09:50.990178
PROD_00000055,Thực phẩm khô 55,Food,Thực phẩm khô,Brand_42,1818.76,1028.11,9,884,1.9,1493,6.4,2024-10-08,True,2025-09-17 15:09:50.990201
PROD_00000056,Laptop 56,Electronics,Laptop,Brand_39,978.64,604.63,47,17,3.2,4454,5.01,2025-06-22,True,2025-09-17 15:09:50.990223
PROD_00000057,Sách học 57,Books,Sách học,Brand_78,317.96,184.45,24,840,4.8,2769,2.34,2023-01-06,False,2025-09-17 15:09:50.990246
PROD_00000058,Đồ uống 58,Food,Đồ uống,Brand_75,1823.36,878.23,38,633,4.4,1569,6.18,2025-02-23,True,2025-09-17 15:09:50.990269
PROD_00000059,Đồ nội thất 59,Home,Đồ nội thất,Brand_184,1357.97,588.61,0,686,3.9,244,1.95,2023-08-12,True,2025-09-17 15:09:50.990291
PROD_00000060,Áo khoác 60,Clothing,Áo khoác,Brand_12,908.41,599.46,16,111,1.6,4740,7.68,2024-07-03,True,2025-09-17 15:09:50.990314
PROD_00000061,Thực phẩm khô 61,Food,Thực phẩm khô,Brand_11,912.67,621.66,42,423,1.5,1996,6.89,2025-02-03,True,2025-09-17 15:09:50.990336
PROD_00000062,Đồ uống 62,Food,Đồ uống,Brand_119,263.82,137.4,33,918,4.6,2344,9.56,2022-10-06,False,2025-09-17 15:09:50.990359
PROD_00000063,Giày 63,Clothing,Giày,Brand_49,1454.25,607.41,6,664,2.3,1713,0.49,2023-02-05,True,2025-09-17 15:09:50.990383
PROD_00000064,Sách kỹ năng 64,Books,Sách kỹ năng,Brand_135,369.23,185.52,46,798,3.1,553,8.88,2022-09-18,True,2025-09-17 15:09:50.990405
PROD_00000065,Dụng cụ nhà bếp 65,Home,Dụng cụ nhà bếp,Brand_134,1264.73,455.6,46,562,2.9,2619,0.65,2025-04-19,True,2025-09-17 15:09:50.990429
PROD_00000066,Áo khoác 66,Clothing,Áo khoác,Brand_137,955.97,610.03,28,637,4.6,2096,2.07,2025-08-01,True,2025-09-17 15:09:50.990451
PROD_00000067,Tablet 67,Electronics,Tablet,Brand_153,972.77,398.07,7,478,3.8,2046,0.53,2025-08-10,True,2025-09-17 15:09:50.990576
PROD_00000068,Hoa quả 68,Food,Hoa quả,Brand_76,1755.5,577.49,9,130,4.9,3049,9.36,2022-12-11,False,2025-09-17 15:09:50.990617
PROD_00000069,Rau củ 69,Food,Rau củ,Brand_101,1353.9,521.74,49,414,4.6,890,9.84,2025-05-09,True,2025-09-17 15:09:50.990645
PROD_00000070,Thực phẩm khô 70,Food,Thực phẩm khô,Brand_151,1942.01,742.94,35,283,2.2,1696,6.39,2023-09-01,True,2025-09-17 15:09:50.990670
PROD_00000071,Quần jean 71,Clothing,Quần jean,Brand_176,298.04,165.63,22,334,2.6,2202,9.19,2022-11-13,True,2025-09-17 15:09:50.990694
PROD_00000072,Đồ trang trí 72,Home,Đồ trang trí,Brand_103,1157.73,710.36,32,266,3.5,28,6.19,2023-05-23,False,2025-09-17 15:09:50.990718
PROD_00000073,Thực phẩm khô 73,Food,Thực phẩm khô,Brand_2,366.38,179.02,38,518,1.5,3888,7.12,2024-07-12,False,2025-09-17 15:09:50.990741
PROD_00000074,Camera 74,Electronics,Camera,Brand_87,13.83,5.09,30,609,1.4,4065,4.16,2023-08-04,True,2025-09-17 15:09:50.990765
PROD_00000075,Rau củ 75,Food,Rau củ,Brand_163,839.97,529.59,45,648,4.5,64,2.39,2023-05-14,True,2025-09-17 15:09:50.990788
PROD_00000076,Áo khoác 76,Clothing,Áo khoác,Brand_20,189.59,123.24,38,994,1.1,1988,6.52,2023-10-26,False,2025-09-17 15:09:50.990810
PROD_00000077,Truyện tranh 77,Books,Truyện tranh,Brand_150,1715.02,648.56,29,286,4.0,1752,2.16,2023-03-27,False,2025-09-17 15:09:50.990834
PROD_00000078,Hoa quả 78,Food,Hoa quả,Brand_142,1347.55,601.24,9,974,1.9,3376,1.53,2022-12-16,True,2025-09-17 15:09:50.990856
PROD_00000079,Thực phẩm khô 79,Food,Thực phẩm khô,Brand_9,372.41,167.66,29,920,4.4,4165,6.6,2023-01-14,False,2025-09-17 15:09:50.990879
PROD_00000080,Đồ trang trí 80,Home,Đồ trang trí,Brand_58,1886.18,1004.58,49,394,1.2,4914,2.55,2025-04-15,True,2025-09-17 15:09:50.990901
PROD_00000081,Dụng cụ nhà bếp 81,Home,Dụng cụ nhà bếp,Brand_123,498.03,267.45,23,950,3.4,3026,2.57,2025-05-10,True,2025-09-17 15:09:50.990923
PROD_00000082,Headphone 82,Electronics,Headphone,Brand_9,197.6,60.61,8,422,3.7,1806,4.52,2025-07-06,True,2025-09-17 15:09:50.990946
PROD_00000083,Camera 83,Electronics,Camera,Brand_14,836.68,391.55,46,576,3.1,4419,9.02,2024-10-31,False,2025-09-17 15:09:50.990968
PROD_00000084,Bánh kẹo 84,Food,Bánh kẹo,Brand_94,176.92,62.02,0,251,4.1,3634,7.96,2024-01-02,False,2025-09-17 15:09:50.990992
PROD_00000085,Áo khoác 85,Clothing,Áo khoác,Brand_34,1365.59,418.33,18,882,4.4,2704,8.05,2023-06-15,True,2025-09-17 15:09:50.991018
PROD_00000086,Dụng cụ nhà bếp 86,Home,Dụng cụ nhà bếp,Brand_31,1722.98,1193.16,31,369,2.5,34,0.36,2025-08-14,False,2025-09-17 15:09:50.991041
PROD_00000087,Dụng cụ nhà bếp 87,Home,Dụng cụ nhà bếp,Brand_110,1046.75,657.41,44,338,2.5,969,3.74,2023-10-10,True,2025-09-17 15:09:50.991063
PROD_00000088,Hoa quả 88,Food,Hoa quả,Brand_196,1640.89,1122.25,24,528,2.3,2667,6.74,2025-08-25,True,2025-09-17 15:09:50.991084
PROD_00000089,Đồ nội thất 89,Home,Đồ nội thất,Brand_58,1927.1,763.77,41,335,3.2,2268,4.04,2024-07-27,True,2025-09-17 15:09:50.991107
PROD_00000090,Smartphone 90,Electronics,Smartphone,Brand_141,606.32,192.42,24,718,4.5,2360,3.59,2025-01-28,False,2025-09-17 15:09:50.991129
PROD_00000091,Dụng cụ nhà bếp 91,Home,Dụng cụ nhà bếp,Brand_200,1970.18,877.86,14,803,1.9,4113,1.5,2023-08-27,False,2025-09-17 15:09:50.991151
PROD_00000092,Rau củ 92,Food,Rau củ,Brand_143,1981.75,893.75,12,407,3.8,4630,4.48,2023-01-09,True,2025-09-17 15:09:50.991173
PROD_00000093,Bánh kẹo 93,Food,Bánh kẹo,Brand_77,1213.83,834.61,0,697,4.0,158,3.51,2025-08-21,True,2025-09-17 15:09:50.991195
PROD_00000094,Tiểu thuyết 94,Books,Tiểu thuyết,Brand_104,979.68,528.03,45,961,3.0,4402,5.96,2023-06-14,True,2025-09-17 15:09:50.991219
PROD_00000095,Tiểu thuyết 95,Books,Tiểu thuyết,Brand_167,769.11,509.16,13,449,3.5,4796,5.31,2023-05-22,False,2025-09-17 15:09:50.991241
PROD_00000096,Đồ trang trí 96,Home,Đồ trang trí,Brand_79,569.23,307.46,45,62,2.1,3289,2.78,2023-04-30,False,2025-09-17 15:09:50.991264
PROD_00000097,Tablet 97,Electronics,Tablet,Brand_54,768.57,388.64,24,351,2.7,3040,3.84,2025-01-25,False,2025-09-17 15:09:50.991289
PROD_00000098,Tiểu thuyết 98,Books,Tiểu thuyết,Brand_138,276.04,128.28,13,402,3.7,751,8.86,2024-03-19,False,2025-09-17 15:09:50.991313
PROD_00000099,Hoa quả 99,Food,Hoa quả,Brand_154,1356.59,477.06,11,181,3.7,1679,5.24,2023-07-22,False,2025-09-17 15:09:50.991335
PROD_00000100,Tiểu thuyết 100,Books,Tiểu thuyết,Brand_102,437.22,139.8,35,794,1.2,1720,9.99,2024-03-30,False,2025-09-17 15:09:50.991358
PROD_00000101,Truyện tranh 101,Books,Truyện tranh,Brand_167,1471.82,851.08,23,809,3.9,4881,7.37,2024-09-29,False,2025-09-17 15:09:50.991381
PROD_00000102,Váy 102,Clothing,Váy,Brand_4,193.35,122.47,43,153,2.3,4445,4.25,2023-10-09,True,2025-09-17 15:09:50.991404
PROD_00000103,Camera 103,Electronics,Camera,Brand_19,1410.75,826.47,29,989,1.9,3498,7.84,2024-12-03,False,2025-09-17 15:09:50.991428
PROD_00000104,Đồ trang trí 104,Home,Đồ trang trí,Brand_106,570.01,271.84,39,505,1.1,1688,5.91,2025-03-02,False,2025-09-17 15:09:50.991453
PROD_00000105,Áo thun 105,Clothing,Áo thun,Brand_89,1795.05,1156.46,15,936,2.8,1448,7.0,2025-05-21,True,2025-09-17 15:09:50.991481
PROD_00000106,Truyện tranh 106,Books,Truyện tranh,Brand_23,1928.51,896.11,46,2,4.8,1552,6.31,2025-02-19,False,2025-09-17 15:09:50.991507
PROD_00000107,Đồ uống 107,Food,Đồ uống,Brand_115,1622.25,715.53,10,948,2.6,4949,0.13,2025-08-03,True,2025-09-17 15:09:50.991534
PROD_00000108,Truyện tranh 108,Books,Truyện tranh,Brand_178,767.11,340.76,11,790,1.7,3269,3.2,2024-07-26,True,2025-09-17 15:09:50.991562
PROD_00000109,Đồ nội thất 109,Home,Đồ nội thất,Brand_119,436.85,270.19,34,361,2.8,937,3.7,2023-06-25,True,2025-09-17 15:09:50.991597
PROD_00000110,Đồ trang trí 110,Home,Đồ trang trí,Brand_7,1682.59,715.41,31,716,1.6,3718,0.46,2024-09-24,False,2025-09-17 15:09:50.991630
PROD_00000111,Sách học 111,Books,Sách học,Brand_25,23.69,12.34,1,280,2.8,2490,8.28,2024-02-20,False,2025-09-17 15:09:50.991666
PROD_00000112,Tablet 112,Electronics,Tablet,Brand_108,274.95,177.24,16,626,2.1,527,2.62,2023-05-17,False,2025-09-17 15:09:50.991699
PROD_00000113,Sách kỹ năng 113,Books,Sách kỹ năng,Brand_168,1022.56,472.24,23,854,1.3,4347,0.18,2023-12-03,True,2025-09-17 15:09:50.991732
PROD_00000114,Tablet 114,Electronics,Tablet,Brand_50,528.94,202.83,35,526,2.0,1745,8.06,2023-10-28,True,2025-09-17 15:09:50.991763
PROD_00000115,Camera 115,Electronics,Camera,Brand_68,758.74,424.11,14,878,1.6,4459,6.86,2025-07-23,True,2025-09-17 15:09:50.991848
PROD_00000116,Laptop 116,Electronics,Laptop,Brand_87,1929.47,687.79,27,403,2.6,3444,6.25,2024-07-28,True,2025-09-17 15:09:50.991903
PROD_00000117,Tiểu thuyết 117,Books,Tiểu thuyết,Brand_3,1371.99,514.58,23,721,3.2,3276,7.05,2023-12-19,True,2025-09-17 15:09:50.992070
PROD_00000118,Dụng cụ nhà bếp 118,Home,Dụng cụ nhà bếp,Brand_52,1290.73,450.08,3,235,1.5,4285,4.85,2025-05-30,True,2025-09-17 15:09:50.992121
PROD_00000119,Hoa quả 119,Food,Hoa quả,Brand_47,1379.87,438.4,1,460,1.7,1496,3.29,2023-03-19,False,2025-09-17 15:09:50.992160
PROD_00000120,Smartphone 120,Electronics,Smartphone,Brand_180,1013.73,618.66,10,177,4.9,3935,6.5,2022-11-14,False,2025-09-17 15:09:50.992198
PROD_00000121,Sách kỹ năng 121,Books,Sách kỹ năng,Brand_30,1853.98,1179.71,21,240,2.6,1421,5.21,2023-01-10,False,2025-09-17 15:09:50.992238
PROD_00000122,Đồ nội thất 122,Home,Đồ nội thất,Brand_8,1987.14,1187.47,31,33,1.4,2830,8.8,2024-06-19,True,2025-09-17 15:09:50.992276
PROD_00000123,Bánh kẹo 123,Food,Bánh kẹo,Brand_177,1848.49,708.52,33,294,1.5,712,0.13,2022-10-20,False,2025-09-17 15:09:50.992312
PROD_00000124,Hoa quả 124,Food,Hoa quả,Brand_129,783.43,251.59,15,893,2.3,2652,9.49,2025-04-17,True,2025-09-17 15:09:50.992347
PROD_00000125,Rau củ 125,Food,Rau củ,Brand_176,14.18,6.98,24,912,3.6,321,1.29,2023-04-17,False,2025-09-17 15:09:50.992383
PROD_00000126,Hoa quả 126,Food,Hoa quả,Brand_194,806.03,552.11,49,586,1.2,506,1.88,2023-08-26,False,2025-09-17 15:09:50.992419
PROD_00000127,Headphone 127,Electronics,Headphone,Brand_188,1380.89,669.4,4,53,4.5,1886,6.5,2022-11-08,False,2025-09-17 15:09:50.992457
PROD_00000128,Headphone 128,Electronics,Headphone,Brand_200,1771.84,795.51,49,970,4.3,4424,8.4,2022-12-12,True,2025-09-17 15:09:50.992497
PROD_00000129,Áo thun 129,Clothing,Áo thun,Brand_74,409.57,128.35,4,702,3.7,4219,4.9,2024-02-04,True,2025-09-17 15:09:50.992545
PROD_00000130,Dụng cụ nhà bếp 130,Home,Dụng cụ nhà bếp,Brand_177,1713.06,1172.31,18,320,4.5,1652,8.47,2024-05-22,True,2025-09-17 15:09:50.992584
PROD_00000131,Tablet 131,Electronics,Tablet,Brand_153,401.61,262.96,15,309,4.3,22,2.82,2024-10-25,True,2025-09-17 15:09:50.992621
PROD_00000132,Camera 132,Electronics,Camera,Brand_35,1186.04,659.44,19,516,2.6,361,3.69,2022-12-18,False,2025-09-17 15:09:50.992660
PROD_00000133,Đồ uống 133,Food,Đồ uống,Brand_44,715.41,498.15,3,499,4.1,1883,1.93,2022-10-13,False,2025-09-17 15:09:50.992700
PROD_00000134,Váy 134,Clothing,Váy,Brand_132,1267.19,525.75,43,102,4.5,2211,8.51,2023-05-29,False,2025-09-17 15:09:50.992736
PROD_00000135,Áo khoác 135,Clothing,Áo khoác,Brand_151,101.77,52.83,0,315,4.3,1205,3.0,2024-12-19,False,2025-09-17 15:09:50.992774
PROD_00000136,Sách kỹ năng 136,Books,Sách kỹ năng,Brand_167,254.59,118.2,20,356,3.5,3613,3.89,2023-11-18,False,2025-09-17 15:09:50.992812
PROD_00000137,Sách kỹ năng 137,Books,Sách kỹ năng,Brand_103,1593.06,1025.82,10,862,1.7,2448,5.69,2024-09-28,False,2025-09-17 15:09:50.992850
PROD_00000138,Hoa quả 138,Food,Hoa quả,Brand_11,1150.4,731.0,12,647,4.4,4894,9.67,2025-02-28,False,2025-09-17 15:09:50.992883
PROD_00000139,Áo thun 139,Clothing,Áo thun,Brand_185,1296.43,811.33,48,356,3.8,404,2.06,2024-02-14,True,2025-09-17 15:09:50.992918
PROD_00000140,Sách học 140,Books,Sách học,Brand_191,1347.77,855.08,31,770,4.0,4648,3.11,2022-12-21,True,2025-09-17 15:09:50.992954
PROD_00000141,Camera 141,Electronics,Camera,Brand_99,763.2,268.17,32,895,3.5,4176,8.92,2024-11-01,True,2025-09-17 15:09:50.993020
PROD_00000142,Giày 142,Clothing,Giày,Brand_79,484.24,145.79,17,140,2.6,3116,6.65,2023-01-01,True,2025-09-17 15:09:50.993059
PROD_00000143,Đồ uống 143,Food,Đồ uống,Brand_39,1744.1,786.62,23,776,2.8,4648,5.8,2023-05-19,True,2025-09-17 15:09:50.993091
PROD_00000144,Quần jean 144,Clothing,Quần jean,Brand_102,1344.07,480.94,27,174,2.9,321,4.46,2024-08-13,False,2025-09-17 15:09:50.993117
PROD_00000145,Sách học 145,Books,Sách học,Brand_21,217.39,135.67,45,243,3.1,1549,7.46,2023-09-10,False,2025-09-17 15:09:50.993142
PROD_00000146,Váy 146,Clothing,Váy,Brand_155,1251.41,439.56,24,543,2.2,1013,1.33,2024-01-11,False,2025-09-17 15:09:50.993167
PROD_00000147,Tablet 147,Electronics,Tablet,Brand_197,1494.98,898.61,4,440,1.6,1579,2.8,2023-10-10,True,2025-09-17 15:09:50.993197
PROD_00000148,Sách kỹ năng 148,Books,Sách kỹ năng,Brand_24,1766.21,830.15,38,887,1.4,3859,4.8,2025-09-12,False,2025-09-17 15:09:50.993221
PROD_00000149,Đồ nội thất 149,Home,Đồ nội thất,Brand_51,263.34,109.86,28,285,3.5,124,4.02,2023-09-29,True,2025-09-17 15:09:50.993248
PROD_00000150,Áo khoác 150,Clothing,Áo khoác,Brand_53,1508.68,965.38,9,756,3.1,3254,3.98,2023-08-30,False,2025-09-17 15:09:50.993273
PROD_00000151,Sách kỹ năng 151,Books,Sách kỹ năng,Brand_168,1852.71,643.16,10,888,4.7,3532,3.62,2024-01-08,False,2025-09-17 15:09:50.993300
PROD_00000152,Headphone 152,Electronics,Headphone,Brand_27,785.18,352.79,10,563,1.7,2981,7.85,2024-01-17,True,2025-09-17 15:09:50.993326
PROD_00000153,Sách kỹ năng 153,Books,Sách kỹ năng,Brand_82,1235.28,764.47,28,656,3.1,760,7.2,2023-09-30,False,2025-09-17 15:09:50.993348
PROD_00000154,Truyện tranh 154,Books,Truyện tranh,Brand_142,148.27,49.32,10,21,3.4,874,9.21,2023-03-07,True,2025-09-17 15:09:50.993372
PROD_00000155,Truyện tranh 155,Books,Truyện tranh,Brand_184,1820.54,738.43,48,374,4.6,3440,7.8,2023-08-28,True,2025-09-17 15:09:50.993395
PROD_00000156,Giày 156,Clothing,Giày,Brand_62,927.47,646.3,50,169,3.5,4445,6.66,2022-09-23,True,2025-09-17 15:09:50.993422
PROD_00000157,Laptop 157,Electronics,Laptop,Brand_30,1641.1,1067.43,8,243,2.8,1655,9.65,2023-04-18,True,2025-09-17 15:09:50.993448
PROD_00000158,Tablet 158,Electronics,Tablet,Brand_173,665.94,356.88,15,729,4.8,4401,2.66,2023-01-20,True,2025-09-17 15:09:50.993474
PROD_00000159,Hoa quả 159,Food,Hoa quả,Brand_59,1774.26,1086.41,36,718,3.6,3725,5.77,2023-06-09,True,2025-09-17 15:09:50.993501
PROD_00000160,Tiểu thuyết 160,Books,Tiểu thuyết,Brand_104,705.91,235.31,26,183,1.1,1008,7.26,2023-09-18,False,2025-09-17 15:09:50.993525
PROD_00000161,Camera 161,Electronics,Camera,Brand_38,1443.27,841.02,33,154,4.5,3196,7.37,2023-03-22,True,2025-09-17 15:09:50.993548
PROD_00000162,Laptop 162,Electronics,Laptop,Brand_131,155.21,61.88,12,222,2.4,2747,7.08,2024-04-21,True,2025-09-17 15:09:50.993572
PROD_00000163,Smartphone 163,Electronics,Smartphone,Brand_64,368.58,157.86,20,630,2.9,1097,1.03,2022-09-28,True,2025-09-17 15:09:50.993596
PROD_00000164,Váy 164,Clothing,Váy,Brand_37,206.8,73.49,22,886,2.4,2030,2.31,2024-08-21,False,2025-09-17 15:09:50.993621
PROD_00000165,Hoa quả 165,Food,Hoa quả,Brand_61,1224.28,381.88,38,124,2.8,3194,5.23,2023-06-05,True,2025-09-17 15:09:50.993648
