product_id,product_name,brand,category,subcategory,price_usd,price_vnd,original_price_usd,discount_percentage,rating,review_count,stock_quantity,warranty_months,description,platform_availability,payment_methods,source_platform,availability,data_source,market_focus,language,extracted_at,crawl_timestamp,product_url,main_category
VN_MARKET_000016,Oppo Pro,Oppo,Electronics,Smartphones,1351.29,32430960,1681.15,14.4,4.0,686,235.0,24.0,High-quality smartphones device popular in Vietnamese market,"['Lazada', 'Shopee', 'Sendo', 'Tiki']","['ZaloPay', 'Bank_Transfer', 'COD']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000018,Oppo Ultra,Oppo,Electronics,Smartphones,167.35,4016400,211.27,7.7,4.3,360,386.0,36.0,High-quality smartphones device popular in Vietnamese market,"['Tiki', 'Lazada']","['Credit_Card', 'COD', 'ZaloPay']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000019,Xiaomi Max,Xiaomi,Electronics,Smartphones,478.23,11477520,583.91,19.8,3.7,142,357.0,12.0,High-quality smartphones device popular in Vietnamese market,"['Lazada', 'Sendo', 'Tiki']","['MoMo', 'ZaloPay', 'Bank_Transfer', 'COD', 'Credit_Card']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000020,Realme Max,Realme,Electronics,Smartphones,226.99,5447760,291.0,17.2,4.9,1704,354.0,24.0,High-quality smartphones device popular in Vietnamese market,"['Shopee', 'Lazada', 'Tiki']","['COD', 'MoMo', 'Credit_Card']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000022,Realme Ultra,Realme,Electronics,Smartphones,592.1,14210400,766.63,0.9,3.5,628,6.0,12.0,High-quality smartphones device popular in Vietnamese market,"['Lazada', 'Sendo']","['ZaloPay', 'Credit_Card', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000026,Samsung Galaxy Standard,Samsung,Electronics,Smartphones,1363.32,32719680,1566.1,24.6,4.2,214,187.0,36.0,High-quality smartphones device popular in Vietnamese market,"['Sendo', 'Lazada', 'Tiki', 'Shopee']","['ZaloPay', 'Bank_Transfer', 'COD', 'Credit_Card', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000028,Samsung Galaxy Plus,Samsung,Electronics,Smartphones,1308.57,31405680,1549.58,19.7,3.8,912,129.0,36.0,High-quality smartphones device popular in Vietnamese market,"['Sendo', 'Shopee']","['Bank_Transfer', 'MoMo', 'COD']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000031,Samsung Galaxy Max,Samsung,Electronics,Smartphones,1265.48,30371520,1592.54,21.4,4.4,511,348.0,36.0,High-quality smartphones device popular in Vietnamese market,"['Sendo', 'Tiki']","['COD', 'Bank_Transfer', 'Credit_Card', 'ZaloPay', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000032,Realme Plus,Realme,Electronics,Smartphones,352.4,8457600,452.75,19.5,3.7,1678,105.0,36.0,High-quality smartphones device popular in Vietnamese market,"['Lazada', 'Sendo', 'Tiki']","['Bank_Transfer', 'Credit_Card', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000033,Apple iPhone Pro,Apple,Electronics,Smartphones,625.7,15016800,762.45,12.5,4.1,978,76.0,24.0,High-quality smartphones device popular in Vietnamese market,"['Shopee', 'Lazada', 'Sendo']","['COD', 'Bank_Transfer', 'Credit_Card', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000034,Apple iPhone Ultra,Apple,Electronics,Smartphones,706.16,16947840,815.74,6.0,4.5,1109,3.0,36.0,High-quality smartphones device popular in Vietnamese market,"['Tiki', 'Shopee']","['Bank_Transfer', 'Credit_Card', 'ZaloPay']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000038,Oppo Plus,Oppo,Electronics,Smartphones,909.68,21832320,1166.49,21.3,4.1,1202,377.0,36.0,High-quality smartphones device popular in Vietnamese market,"['Shopee', 'Tiki', 'Lazada', 'Sendo']","['Credit_Card', 'COD', 'Bank_Transfer', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000043,Realme Standard,Realme,Electronics,Smartphones,1061.22,25469280,1373.73,21.6,4.2,1584,91.0,12.0,High-quality smartphones device popular in Vietnamese market,"['Sendo', 'Shopee']","['ZaloPay', 'COD', 'Credit_Card', 'MoMo', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000050,Oppo Max,Oppo,Electronics,Smartphones,523.53,12564720,678.75,16.3,4.3,781,32.0,36.0,High-quality smartphones device popular in Vietnamese market,"['Lazada', 'Tiki', 'Shopee']","['COD', 'Credit_Card', 'ZaloPay']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000055,Samsung Galaxy Pro,Samsung,Electronics,Smartphones,624.48,14987520,756.79,17.4,3.9,1383,1.0,36.0,High-quality smartphones device popular in Vietnamese market,"['Sendo', 'Tiki']","['COD', 'Bank_Transfer', 'Credit_Card', 'MoMo', 'ZaloPay']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000056,Vivo Max,Vivo,Electronics,Smartphones,1189.75,28554000,1359.23,7.7,4.9,493,81.0,24.0,High-quality smartphones device popular in Vietnamese market,"['Sendo', 'Shopee', 'Tiki']","['MoMo', 'Bank_Transfer', 'ZaloPay', 'COD']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000057,Xiaomi Pro,Xiaomi,Electronics,Smartphones,1448.41,34761840,1647.15,4.5,3.7,1256,140.0,12.0,High-quality smartphones device popular in Vietnamese market,"['Tiki', 'Lazada', 'Shopee']","['Credit_Card', 'ZaloPay', 'MoMo', 'COD', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000080,Xiaomi Standard,Xiaomi,Electronics,Smartphones,846.6,20318400,931.95,18.6,4.2,639,96.0,24.0,High-quality smartphones device popular in Vietnamese market,"['Shopee', 'Tiki', 'Lazada', 'Sendo']","['Bank_Transfer', 'Credit_Card', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000082,Samsung Galaxy Ultra,Samsung,Electronics,Smartphones,1126.55,27037200,1249.47,2.9,3.6,1806,428.0,36.0,High-quality smartphones device popular in Vietnamese market,"['Shopee', 'Sendo']","['Credit_Card', 'MoMo', 'COD', 'ZaloPay', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000093,Vivo Standard,Vivo,Electronics,Smartphones,1377.73,33065520,1664.56,22.6,4.7,1880,125.0,12.0,High-quality smartphones device popular in Vietnamese market,"['Tiki', 'Sendo', 'Shopee']","['COD', 'MoMo', 'ZaloPay', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Mobile Devices
VN_MARKET_000424,Asus Plus,Asus,Electronics,Laptops,1390.42,33370080,1628.95,24.5,4.4,302,48.0,36.0,High-quality laptops device popular in Vietnamese market,"['Sendo', 'Shopee', 'Lazada']","['Credit_Card', 'COD', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000425,Asus Ultra,Asus,Electronics,Laptops,455.56,10933440,532.95,19.8,4.5,1971,123.0,24.0,High-quality laptops device popular in Vietnamese market,"['Lazada', 'Shopee']","['MoMo', 'COD', 'Credit_Card']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000426,HP Ultra,HP,Electronics,Laptops,2248.65,53967600,2684.83,4.3,4.5,1228,135.0,12.0,High-quality laptops device popular in Vietnamese market,"['Shopee', 'Lazada', 'Sendo']","['MoMo', 'COD', 'Credit_Card', 'ZaloPay']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000427,Dell Max,Dell,Electronics,Laptops,2085.67,50056080,2414.32,7.7,4.8,721,450.0,36.0,High-quality laptops device popular in Vietnamese market,"['Lazada', 'Tiki']","['Credit_Card', 'Bank_Transfer', 'ZaloPay', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000428,Acer Ultra,Acer,Electronics,Laptops,1626.94,39046560,1904.2,4.3,4.1,1342,108.0,36.0,High-quality laptops device popular in Vietnamese market,"['Tiki', 'Sendo', 'Lazada']","['ZaloPay', 'Bank_Transfer', 'COD', 'Credit_Card', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000429,Acer Plus,Acer,Electronics,Laptops,2042.93,49030320,2603.06,6.9,4.2,750,404.0,24.0,High-quality laptops device popular in Vietnamese market,"['Lazada', 'Shopee', 'Sendo']","['MoMo', 'COD', 'Credit_Card', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000430,HP Pro,HP,Electronics,Laptops,1661.03,39864720,1998.15,22.4,3.9,957,14.0,12.0,High-quality laptops device popular in Vietnamese market,"['Lazada', 'Sendo']","['MoMo', 'Credit_Card', 'ZaloPay']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000431,Apple MacBook Ultra,Apple,Electronics,Laptops,2390.65,57375600,3015.82,20.1,4.5,663,101.0,12.0,High-quality laptops device popular in Vietnamese market,"['Shopee', 'Sendo', 'Tiki']","['COD', 'Bank_Transfer', 'Credit_Card', 'ZaloPay', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000433,Apple MacBook Standard,Apple,Electronics,Laptops,2449.89,58797360,3084.48,15.2,4.2,345,276.0,24.0,High-quality laptops device popular in Vietnamese market,"['Tiki', 'Sendo']","['ZaloPay', 'MoMo', 'COD', 'Credit_Card', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000435,Lenovo Max,Lenovo,Electronics,Laptops,1953.48,46883520,2488.84,22.4,3.6,1048,329.0,12.0,High-quality laptops device popular in Vietnamese market,"['Tiki', 'Lazada', 'Sendo', 'Shopee']","['Bank_Transfer', 'ZaloPay', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000437,Dell Plus,Dell,Electronics,Laptops,1173.33,28159920,1460.5,20.6,3.8,1733,306.0,12.0,High-quality laptops device popular in Vietnamese market,"['Shopee', 'Tiki', 'Sendo']","['COD', 'Credit_Card', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000438,Lenovo Plus,Lenovo,Electronics,Laptops,1216.18,29188320,1473.25,8.1,4.8,380,385.0,24.0,High-quality laptops device popular in Vietnamese market,"['Lazada', 'Shopee', 'Tiki']","['COD', 'ZaloPay', 'Credit_Card', 'Bank_Transfer', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000440,Lenovo Standard,Lenovo,Electronics,Laptops,2092.77,50226480,2545.52,9.2,4.4,764,208.0,24.0,High-quality laptops device popular in Vietnamese market,"['Sendo', 'Tiki', 'Shopee']","['Credit_Card', 'Bank_Transfer', 'ZaloPay', 'COD', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000441,HP Plus,HP,Electronics,Laptops,537.0,12888000,660.42,21.3,3.5,1786,48.0,24.0,High-quality laptops device popular in Vietnamese market,"['Tiki', 'Sendo', 'Lazada']","['Bank_Transfer', 'Credit_Card', 'MoMo', 'COD']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000442,Acer Max,Acer,Electronics,Laptops,576.26,13830240,652.4,5.8,4.2,1240,86.0,12.0,High-quality laptops device popular in Vietnamese market,"['Lazada', 'Tiki', 'Sendo', 'Shopee']","['ZaloPay', 'COD', 'Bank_Transfer', 'Credit_Card', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000446,Asus Max,Asus,Electronics,Laptops,437.25,10494000,486.25,4.2,4.2,1644,293.0,36.0,High-quality laptops device popular in Vietnamese market,"['Shopee', 'Lazada', 'Tiki']","['ZaloPay', 'COD', 'Credit_Card', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000448,Lenovo Pro,Lenovo,Electronics,Laptops,777.75,18666000,904.37,23.6,4.1,1440,253.0,36.0,High-quality laptops device popular in Vietnamese market,"['Tiki', 'Sendo', 'Lazada', 'Shopee']","['COD', 'Credit_Card', 'ZaloPay', 'MoMo', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000450,Asus Standard,Asus,Electronics,Laptops,1529.06,36697440,1822.27,10.4,4.8,393,25.0,12.0,High-quality laptops device popular in Vietnamese market,"['Shopee', 'Tiki', 'Sendo']","['ZaloPay', 'Credit_Card', 'MoMo', 'COD']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000451,HP Max,HP,Electronics,Laptops,1142.81,27427440,1286.37,8.5,4.7,1603,296.0,24.0,High-quality laptops device popular in Vietnamese market,"['Lazada', 'Sendo']","['Credit_Card', 'COD', 'MoMo', 'ZaloPay', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000455,Acer Standard,Acer,Electronics,Laptops,2034.91,48837840,2623.74,11.5,4.5,698,265.0,12.0,High-quality laptops device popular in Vietnamese market,"['Tiki', 'Shopee', 'Sendo', 'Lazada']","['Credit_Card', 'COD', 'MoMo', 'ZaloPay', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000461,Asus Pro,Asus,Electronics,Laptops,2102.54,50460960,2699.82,19.4,3.7,1409,159.0,12.0,High-quality laptops device popular in Vietnamese market,"['Sendo', 'Lazada']","['ZaloPay', 'COD', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000469,Apple MacBook Pro,Apple,Electronics,Laptops,1064.49,25547760,1197.28,4.4,3.6,813,59.0,12.0,High-quality laptops device popular in Vietnamese market,"['Lazada', 'Tiki']","['COD', 'Bank_Transfer', 'Credit_Card']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000470,Dell Standard,Dell,Electronics,Laptops,804.33,19303920,925.88,24.3,4.5,478,113.0,24.0,High-quality laptops device popular in Vietnamese market,"['Shopee', 'Sendo', 'Tiki']","['MoMo', 'ZaloPay', 'COD']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000471,Apple MacBook Plus,Apple,Electronics,Laptops,1073.91,25773840,1266.85,10.6,3.9,568,321.0,36.0,High-quality laptops device popular in Vietnamese market,"['Tiki', 'Lazada']","['COD', 'MoMo', 'Bank_Transfer', 'Credit_Card', 'ZaloPay']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000476,Acer Pro,Acer,Electronics,Laptops,1293.72,31049280,1544.54,1.8,4.7,395,458.0,12.0,High-quality laptops device popular in Vietnamese market,"['Sendo', 'Tiki', 'Shopee']","['COD', 'MoMo', 'Credit_Card']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000477,Dell Ultra,Dell,Electronics,Laptops,1172.47,28139280,1378.06,14.0,4.8,1536,335.0,12.0,High-quality laptops device popular in Vietnamese market,"['Lazada', 'Sendo', 'Shopee', 'Tiki']","['ZaloPay', 'Bank_Transfer', 'MoMo', 'Credit_Card']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000478,Lenovo Ultra,Lenovo,Electronics,Laptops,1227.29,29454960,1576.66,4.5,4.0,1643,458.0,12.0,High-quality laptops device popular in Vietnamese market,"['Shopee', 'Sendo']","['Bank_Transfer', 'COD', 'Credit_Card', 'ZaloPay', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000491,Dell Pro,Dell,Electronics,Laptops,2210.73,53057520,2733.77,24.9,4.6,904,378.0,36.0,High-quality laptops device popular in Vietnamese market,"['Tiki', 'Shopee', 'Lazada']","['Credit_Card', 'MoMo', 'COD', 'ZaloPay', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000496,HP Standard,HP,Electronics,Laptops,1133.27,27198480,1296.66,20.9,4.9,1399,342.0,36.0,High-quality laptops device popular in Vietnamese market,"['Shopee', 'Tiki', 'Lazada', 'Sendo']","['Credit_Card', 'ZaloPay', 'COD', 'Bank_Transfer', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000517,Apple MacBook Max,Apple,Electronics,Laptops,1333.16,31995840,1622.64,10.6,3.7,1408,45.0,12.0,High-quality laptops device popular in Vietnamese market,"['Shopee', 'Lazada', 'Tiki', 'Sendo']","['MoMo', 'Credit_Card', 'COD', 'ZaloPay', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Computing
VN_MARKET_000611,Anker Pro,Anker,Electronics,Audio Devices,348.87,8372880,439.82,16.8,3.7,799,172.0,36.0,High-quality audio devices device popular in Vietnamese market,"['Lazada', 'Tiki', 'Shopee']","['ZaloPay', 'Credit_Card', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Audio
VN_MARKET_000612,Anker Standard,Anker,Electronics,Audio Devices,241.23,5789520,284.92,22.8,4.3,1997,407.0,12.0,High-quality audio devices device popular in Vietnamese market,"['Shopee', 'Sendo']","['ZaloPay', 'COD', 'Bank_Transfer', 'Credit_Card']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Audio
VN_MARKET_000613,Sony Standard,Sony,Electronics,Audio Devices,397.52,9540480,496.45,12.1,4.3,295,449.0,12.0,High-quality audio devices device popular in Vietnamese market,"['Shopee', 'Tiki', 'Lazada', 'Sendo']","['Credit_Card', 'MoMo', 'ZaloPay', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Audio
VN_MARKET_000614,Apple AirPods Standard,Apple,Electronics,Audio Devices,324.28,7782720,409.61,17.4,3.7,835,304.0,36.0,High-quality audio devices device popular in Vietnamese market,"['Tiki', 'Sendo']","['Credit_Card', 'MoMo', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Audio
VN_MARKET_000615,Samsung Pro,Samsung,Electronics,Audio Devices,371.64,8919360,433.97,10.0,4.9,1771,151.0,12.0,High-quality audio devices device popular in Vietnamese market,"['Shopee', 'Tiki', 'Sendo', 'Lazada']","['Credit_Card', 'MoMo', 'COD', 'ZaloPay', 'Bank_Transfer']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Audio
VN_MARKET_000616,Anker Plus,Anker,Electronics,Audio Devices,89.22,2141280,106.7,20.8,3.8,352,82.0,12.0,High-quality audio devices device popular in Vietnamese market,"['Lazada', 'Tiki']","['Bank_Transfer', 'MoMo', 'COD']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Audio
VN_MARKET_000617,Samsung Standard,Samsung,Electronics,Audio Devices,333.7,8008800,432.75,20.8,4.0,1484,380.0,36.0,High-quality audio devices device popular in Vietnamese market,"['Lazada', 'Sendo', 'Tiki', 'Shopee']","['Credit_Card', 'MoMo', 'COD', 'ZaloPay']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Audio
VN_MARKET_000618,JBL Max,JBL,Electronics,Audio Devices,275.89,6621360,352.69,4.8,4.4,242,277.0,36.0,High-quality audio devices device popular in Vietnamese market,"['Lazada', 'Sendo']","['Credit_Card', 'Bank_Transfer', 'MoMo']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Audio
VN_MARKET_000619,Apple AirPods Max,Apple,Electronics,Audio Devices,170.97,4103280,210.73,4.7,3.7,1620,341.0,36.0,High-quality audio devices device popular in Vietnamese market,"['Lazada', 'Shopee']","['Credit_Card', 'Bank_Transfer', 'COD', 'ZaloPay']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Audio
VN_MARKET_000620,Apple AirPods Plus,Apple,Electronics,Audio Devices,201.79,4842960,247.56,12.5,4.0,970,396.0,36.0,High-quality audio devices device popular in Vietnamese market,"['Sendo', 'Shopee']","['Bank_Transfer', 'MoMo', 'COD', 'Credit_Card', 'ZaloPay']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Audio
VN_MARKET_000621,JBL Pro,JBL,Electronics,Audio Devices,58.94,1414560,72.33,1.0,3.5,490,405.0,12.0,High-quality audio devices device popular in Vietnamese market,"['Shopee', 'Sendo']","['Bank_Transfer', 'MoMo', 'Credit_Card']",Consolidated,True,Vietnam_Market_Analysis,Vietnam,English,2025-10-01T21:37:10.247183,,,Audio
