url,product_id,name,price,original_price,discount_percent,rating,review_count,sold_count,images,brand,seller_name,seller_rating,description,key_features,specifications,availability,shipping_info,location,category,subcategory,crawl_timestamp,platform
https://www.lazada.vn/products/pdp-i3216087686.html,2deda4de-c919-4ed5-81ea-f3c2c766a69b,"Điện thoại siêu phẩm SS_ A72 5G (8GB/256GB) hàng chính hãng mới 100%, Bảo hành chính hãng 12 tháng trên toàn quốc",0.0,,,,,,['https://img.lazcdn.com/g/p/5902f9c37479817cea7fcb870f00bb93.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:48.882990,lazada_vn
https://www.lazada.vn/products/pdp-i3216098924.html,87ba7654-9627-4425-97c2-2622fd3e41e0,"Điện thoại Ss M51 2sim ram 8G/128G, Hàng Chính Hãng, bảo hành 12 tháng Chụp ảnh đẹp, VÂN TAY OK",0.0,,,,,,['https://img.lazcdn.com/g/p/09690e5a3d594637b503730822509ecc.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:48.995167,lazada_vn
https://www.lazada.vn/products/pdp-i3216102940.html,4ad54d6a-7619-4db7-a8c6-a16d9bc81bbf,"Điện thoại Red.mi Note 11 pro 2sim ram 8G/128G, Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",0.0,,,,,,['https://img.lazcdn.com/g/p/8e7c9fdb8de580d820255bf4dcede2e1.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:49.096831,lazada_vn
https://www.lazada.vn/products/pdp-i1958185735.html,7d54f187-cb94-4a23-9605-e4a32f3632c2,xác điện thoại Samsung A600,0.0,,,,,,['https://img.lazcdn.com/g/ff/kf/S93d2d5ebdf1a4dd394003f3df36b5c4aX.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:49.189074,lazada_vn
https://www.lazada.vn/products/pdp-i3216102906.html,514ecf4c-6c68-4768-b97c-7186f90a38d0,Điện thoại realme C71  RAM 6GB ROM 128GB hàng chính hãng mới 100% bảo hành 12 thàng,0.0,,,,,,['https://img.lazcdn.com/g/p/dc374e2dfcbb572e0c0dff4bfe46bd38.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:49.288851,lazada_vn
https://www.lazada.vn/products/pdp-i3219971657.html,58d4b142-04bd-4afd-ad5b-a237020fa1b8,"Điện thoại siêu bền Blackview BV8900 ( Android 13, Màn hình 6,5 inch Ram16GB ,Rom 256GB , Bảo hành 1 năm có NFC )",0.0,,,,,,['https://img.lazcdn.com/g/p/e3b9eb07523d2d9d695bfbec17c45fa2.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:49.389049,lazada_vn
https://www.lazada.vn/products/pdp-i3216117632.html,3f57ac95-a7a6-4a1d-9665-25e39301f3bb,"Điện thoại xia0mi. Mi 13 Utra 912gb/256gb) Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",0.0,,,,,,['https://img.lazcdn.com/g/p/96355c2e9e31e87d7cc6ac87f7b3587c.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:49.483167,lazada_vn
https://www.lazada.vn/products/pdp-i2580478809.html,b6d3b23e-99d6-471e-8e60-fb7ecfc40ca8,S23 Ultra Điện thoại thông minh 4G/5G Mạng 6.8inch Màn hình HD 16GB+1TB 2SIM Điện thoại Android Phiên bản toàn cầu,0.0,,,,,,['https://img.lazcdn.com/g/p/b615b06ec3bcff119b4dbfc8ceae52b1.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:49.580669,lazada_vn
https://www.lazada.vn/products/pdp-i3217962118.html,dbab9320-b76f-4563-bb96-cc30d9487b32,"Điện thoại Redmi_n0te 13pr 5g Ram  8GB/256B pin 5100 mAh máy chính hãng mới 100% , bảo hành 12 tháng toàn quốc",0.0,,,,,,['https://img.lazcdn.com/g/p/10d35d63be0423d4a0df1d568beec0e5.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:49.676917,lazada_vn
https://www.lazada.vn/products/pdp-i3217079008.html,5e23c5e9-c8db-4f6b-b54e-324c33950945,điện thoại 0PP0 A57 (128GB) | Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng có NFC,0.0,,,,,,['https://img.lazcdn.com/g/p/857100c619ff722fa2778d31fb3f04a4.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:49.771847,lazada_vn
https://www.lazada.vn/products/pdp-i2948525081.html,05764b08-5d4e-4002-9fc2-a6741750c048,"[SALE GIÁ RẺ SỐC] Điện thoại Samsung Galaxy A71 2sim ram 8G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, SSBM2",0.0,,,,,,['https://img.lazcdn.com/g/p/e1ffde343f03629eb9c7579cc40bde67.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:49.869735,lazada_vn
https://www.lazada.vn/products/pdp-i1970506877.html,5d826faf-a33b-48a4-9e1a-d6a58b6b0776,xác điện thoại Samsung j700 hư màn,0.0,,,,,,['https://img.lazcdn.com/g/ff/kf/S62ffa65f33be4eeab1371699e75175abH.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:49.992577,lazada_vn
https://www.lazada.vn/products/pdp-i3195015472.html,ff3dad12-45c8-4e32-9b35-4ab6a1be2040,Điện thoại Giá mềm mướt game đt siêu rẻ Giảm giá sốc điện thoại Hàng mới về Giao hàng nhận tiền Cấu hình mạnh đỉnh Mới 100%,0.0,,,,,,['https://img.lazcdn.com/g/p/026bef4d6fbeb806e334ed9426465c43.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:50.111122,lazada_vn
https://www.lazada.vn/products/pdp-i3217940290.html,7a18273e-67b7-4eb8-9b7d-10d9b51e1113,"Điện thoại xia0mi. Mi 13 Utra 912gb/256gb) Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",0.0,,,,,,['https://img.lazcdn.com/g/p/96355c2e9e31e87d7cc6ac87f7b3587c.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:50.205108,lazada_vn
https://www.lazada.vn/products/pdp-i3217074099.html,97d62fc1-e602-4d50-baed-fd3a639f411e,điện thoại 0PP0 A53 (128GB) |Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng có NFC,0.0,,,,,,['https://img.lazcdn.com/g/p/ea96c7eb07112f2faf8282e6d3bdac3d.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:50.361322,lazada_vn
https://www.lazada.vn/products/pdp-i3216130473.html,c35fc460-b699-4cb2-955a-64c828775803,"Điện thoại SS A32 máy 2sim ram 6G/128G Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",0.0,,,,,,['https://img.lazcdn.com/g/p/928122795ae5be4be85f3a16fb55a5ea.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:50.503469,lazada_vn
https://www.lazada.vn/products/pdp-i3121146505.html,6f4c9d64-f2af-4ab5-b498-dfbd94275221,điện thoại giá rẽ đánh mọi gaming nặng chất Cellphones Vi xử lý 10 nhân điện thoại cảm ứng Bộ nhớ 16+1TB Điện Thoại Thông Minh Màn hình AMOLED Smartphone Hỗ trợ tiếng Việt trênmới nguyên bản Mướt game Điện thoại di,0.0,,,,,,['https://img.lazcdn.com/g/p/0eb4ccb97e4cb5da32cea55372ca88c6.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:50.601545,lazada_vn
https://www.lazada.vn/products/pdp-i3191926179.html,08bb287a-13d6-45ed-90c7-cf29131e53b3,"Điện thoại Ss M51 2sim ram 8G/128G, Hàng Chính Hãng, bảo hành 12 tháng Chụp ảnh đẹp, VÂN TAY OK",0.0,,,,,,['https://img.lazcdn.com/g/p/8d3622c6ae57ffe3aeec6d0520c96868.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:50.693889,lazada_vn
https://www.lazada.vn/products/pdp-i3217896629.html,b69feaab-d916-46b5-80ff-26ede384fa0a,"Điện thoại SS A32 máy 2sim ram 6G/128G Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",0.0,,,,,,['https://img.lazcdn.com/g/p/928122795ae5be4be85f3a16fb55a5ea.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:50.788077,lazada_vn
https://www.lazada.vn/products/pdp-i3216154110.html,447f8d2a-3df9-49fb-82a8-17b13e764314,"Điện thoại Redmi_n0te 12 Ram 8GB/128GB pin 5000 mAh Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",0.0,,,,,,['https://img.lazcdn.com/g/p/007c3af28afea99fb048a87be68d07c9.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:50.876351,lazada_vn
https://www.lazada.vn/products/pdp-i3192030666.html,9dd4d09a-8a08-48e2-a7d9-3359ee3fd3c5,"Điện thoại Blackview A95(Màn Hình 6.5 "",pin 4380Mah ,RAM 8GB, ROM 128GB,chíp MTK Helio P70 Octa Core)",0.0,,,,,,['https://img.lazcdn.com/g/p/be812d8c8e8ac04f61a3e5b36f60cfc7.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:50.992745,lazada_vn
https://www.lazada.vn/products/pdp-i3191879885.html,6670df00-d355-41ba-84f1-7c1187305611,"điện thoại 0PP0 Ren08pr0 5G (12GB/256GB) | Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",0.0,,,,,,['https://img.lazcdn.com/g/p/0f3b2d4629cfbcf58228a064599031ba.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:51.092109,lazada_vn
https://www.lazada.vn/products/pdp-i3217950181.html,2a273542-0b03-49c7-92c2-0806548f80a5,"Điện thoại siêu phẩm SS_ A72 5G (8GB/256GB) hàng chính hãng mới 100%, Bảo hành chính hãng 12 tháng trên toàn quốc",0.0,,,,,,['https://img.lazcdn.com/g/p/5902f9c37479817cea7fcb870f00bb93.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:51.187702,lazada_vn
https://www.lazada.vn/products/pdp-i3217957241.html,6f6cf5f3-5eca-42ea-8da7-6f0b7d52e147,"[Chính hãng] Điện thoại 0pp0_FFind_X8 Pr0 (12GB/256GB) - Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",0.0,,,,,,['https://img.lazcdn.com/g/p/0bcdfbf785cea87ae8ed481d946d566c.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:51.335093,lazada_vn
https://www.lazada.vn/products/pdp-i3216062878.html,4e76185a-b763-43a4-bcb2-c1eb96da90e0,Điện thoại realme C61 RAM 6GB ROM 128GB Hàng Chính Hãng Mới 100% Bảo Hành 12 Tháng,0.0,,,,,,['https://img.lazcdn.com/g/p/77b599d96a4b65bd0a88c77be17d3bea.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:51.438080,lazada_vn
https://www.lazada.vn/products/pdp-i2582464737.html,071a38db-fba3-46c4-9864-5c044084ff17,Samsung Galaxy A01 Core (2GB | 32GB) mới 95% .,0.0,,,,,,['https://img.lazcdn.com/g/p/68e1cab9a4738e976850729c242348cf.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:51.523175,lazada_vn
https://www.lazada.vn/products/pdp-i1917241121.html,90199388-0457-4a59-83de-6c8f9771ede1,xác điện thoại Samsung A700,0.0,,,,,,['https://img.lazcdn.com/g/ff/kf/Sb97e1e0b75304361a2fb2171d5debfads.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:51.623798,lazada_vn
https://www.lazada.vn/products/pdp-i3211550474.html,da7633eb-c18e-4aa8-ac9e-da131637c3ac,"Điện thoại siêu bền Blackview BV8900 ( Android 13, Màn hình 6,5 inch Ram16GB ,Rom 256GB , Bảo hành 1 năm có NFC )",0.0,,,,,,['https://img.lazcdn.com/g/p/1c21e94dd8d79adcfa21f93d327d53b0.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:51.711852,lazada_vn
https://www.lazada.vn/products/pdp-i3191916694.html,560ce44d-c886-43a8-acc5-4372f9acd0c9,"Điện thoại xia0mi. Mi 13 Utra 912gb/256gb) Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",0.0,,,,,,['https://img.lazcdn.com/g/p/3b381a411a25596a222ea7b7906a2b11.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:51.797638,lazada_vn
https://www.lazada.vn/products/pdp-i3217035723.html,97a9b495-14e0-4f94-8eff-b70d38d4532c,điện thoại 0PP0 A93 5G (8GB/128GB) | Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng có NFC,0.0,,,,,,['https://img.lazcdn.com/g/p/ff9684b8acfbb55477c1e65c3b3c1771.jpg_200x200q80.avif'],,,,,[],{},True,{},,Điện Thoại Di Động,,2025-10-20 22:30:51.964690,lazada_vn
