review_id,global_product_id,review_text,rating,review_length,sentiment_label,created_at
lazada_lazada_rev_4742cb9f,lazada_2719866288,"Rất tốt, dùng để luyện tập tách nhạc rất hiệu quả\n 🎧Chất lượng âm thanh: Tốt 🔧Độ bền: Tốt 😌Sự thoải mái: Thiết kế dành cho DJ chuyên nghiệp Sự thoải mái: Sự thoải mái kiểu chụp tai,",5.0,182,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_4a15fcb2,lazada_2719790173,đu đỉnh với giá 1tr150k nhưng đeo khá thoải mái. nên đeo trong phòng máy lạnh,5.0,77,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_4a447f78,lazada_2134634329,Tôi đã nhận được bưu kiện và tôi hy vọng nó hoạt động. Mặc dù nó thực sự mất thời gian để có được nó ở đây như tôi đã chờ đợi một chút lâu để bưu kiện được ở đây và tôi hy vọng nó đáng để chờ đợi.,5.0,196,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_4d5fc3a7,lazada_2486683427,Hàng tốt. giao hàng nhanh. giá cả phù hợp. ngon bổ rẻ bền đẹp ý nghĩa. sẽ ủng hộ shop dài. cảm ơn shop nhiều nhé. many thanks,5.0,125,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_50e56873,lazada_1668753493,Hiện đang sử dụng test thì êm lắm nhưng chưa dùng lâu nên ko biết độ bền như thế nào,5.0,84,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_512a08ba,lazada_1674754770,"Mua về cắt dây đi nghịch sống ảo, nhưng mà cái tai nghe hơi mỏng",5.0,64,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_542aa9d3,lazada_2847576423,Âm ấm thích ạ,5.0,13,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_57a7d5fd,lazada_1433739408,"sản phẩm tốt, giao hàng nhanh, chất lượng và chính hãng",5.0,55,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_5eb8384e,lazada_2907700783,"Jack 3.5mm tiêu chuẩn, Phù hợp cho chơi game và nghe nhạc, . Sản phẩm nhận được rất đẹp, giao hàng nhanh bao bi cẩn thận tôn trọng khách hàng. tks",5.0,146,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_651e3cf2,lazada_2149082074,"âm thanh tối, kém chất lượng. tất nhiên tiền nào của ấy",5.0,55,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_6795cd49,lazada_1847358585,"Chất lượng phù hợp với giá tiền , tốt 👍",5.0,39,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_6846f3f7,lazada_3191318239,"Quá tệ đi, máy tính xách tay lúc nào cũng không kết nối được. Buổi sáng 11 giờ sạc pin, không sử dụng. Buổi tối dùng máy tính cũng không kết nối được. Thật khó hiểu, sao lại có nhiều đánh giá tốt đến thế, toàn là hàng rởm.",5.0,222,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_6ac5d495,lazada_260263917,"Không thấy giấy bảo hành nha shop ơi. Vậy nếu sản phẩm có vấn đề, mình muốn bảo hành thì thế nào cậy shop ?",5.0,107,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_6d21dbec,lazada_2486683427,"Trải nghiệm mua hàng không được tốt với Bose,mình hai cái hai dòng quiet comfortable and Quietcomfort Ultra cùng tông màu trắng nhưng sau đó hãng nói hết màu trắng Kim Cương của dòng Ultra trong khi đó mình theo dõi đơn hàng thì thấy thông báo là đã đóng gói và giao cho đơn vị vận chuyển.Shop nói lý do trục trặc bên khâu kiểm tra kho hàng và kêu mình hủy đơn và oder lại đơn mới,mình không đồng ý vì hủy đơn vì oder lại giá sẽ cao hơn giá bán đầu thì shop nói chọn lại màu khác nên mình phải lấy mà",5.0,500,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_6de29956,lazada_3151493660,🎤Sound Quality:,5.0,15,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_6f088cfa,lazada_1674754770,"Tai nghe xinh , âm thanh rõ ràng , nên mua nhaaa 💗💗",5.0,51,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_73c10781,lazada_3026831742,🔋Battery Life:,5.0,14,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_745e5b26,lazada_1535236130,"Lựa chọn màu sắc thời trang, Giá trị tuyệt vời cho tiền bỏ ra, Chất lượng âm thanh ấn tượng,",5.0,92,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_7582c171,lazada_1669454727,🔋Thời lượng Pin：tot nghe hay,5.0,28,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_786a24b8,lazada_2200834471,"Bảo hành tuyệt vời, Chất lượng âm thanh rõ ràng, Thoải mái trong suốt thời gian chơi game dài,",5.0,94,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_78aafac8,lazada_933898278,"giao hàng nhanh. bass khỏe. tiếc hộp đựng hơi đơn giản, ko có khay đựng. sp tốt trong tầm giá.",5.0,94,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_792f3306,lazada_2610441233,"ok.hàng chính hãng, nghe rõ",5.0,27,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_7a25c0be,lazada_260276010,"Vận hành dễ dàng với kết nối USB., Âm thanh chất lượng cao và điều khiển tiện lợi trên tai.,",5.0,92,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_7c53e5f3,lazada_2200929460,"Sản phẩm giống mô tả, đóng gói đủ số lượng. Shipper nhiệt tình.",5.0,63,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_7cc80500,lazada_2039350426,"Nhẹ và vừa vặn thoải mái, Dễ sử dụng và điều khiển,",5.0,51,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_7eb8fa56,lazada_1936946754,"Sản phẩm giao đúng, còn nguyên vẹn đầy đủ tem mác, sử dụng trải nghiệm lần đầu tốt sẽ tiếp tục ủng",5.0,98,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_82362626,lazada_2790623415,Sound Quality:,5.0,14,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_a6770157,lazada_1235015283,một bên không nghe được là sao hả shop,5.0,38,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_846298ef,lazada_1524190647,"Giao hàng nhanh, đẹp,Tính năng nổi bật: nghe nhạc Chất lượng sản phẩm: tốt Mua mấy loại tai nghe liền và loại nào cũng rất ưng ạ. Hình thức đẹp, màu sắc đẹp, chất lượng tương xứng Giá thành ok Đóng gói cẩn thận Hàng nguyên seal và đầy đủ phụ kiện Nói chung là rất đáng mua Độ bền thì k biết nhưng giá cả và chất lượng ntn là ok ạ",5.0,329,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_8498600f,lazada_2470817035,🎤Chất lượng âm thanh：,5.0,21,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_89dc8fe5,lazada_2281148838,"Vừa mới kết nối đã thấy tên là WH-CH520 của *tên mình* luôn, không biết là ai trong bộ phận đóng gói hay cskh mà chu đáo quá. Packaging siêu đẹp, 10 điểm. Chống ồn 50% thôi không cách âm hẳn như WH1000 đâu mn, nhưng không sao mình mua con này vì không có nhu cầu chống ồn",5.0,271,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_9ee6ec94,lazada_2024682283,"Khả năng chống mồ hôi tuyệt vời, Dễ dàng kết nối và sử dụng., Tuổi thọ pin lâu dài",5.0,82,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_a1b5a621,lazada_2562396620,"Lý tưởng cho việc sử dụng khi đang di chuyển, chất liệu mềm mại và thoáng khí, thiết kế thoải mái và phong cách, kết nối không dây thuận tiện,",5.0,142,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_a4b86e82,lazada_2294979813,ghzhjajajajahhsjajjahahajajajhajaaajjajakakak,5.0,45,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_a55f3c83,lazada_1891088502,"Mình ở SG, giao hàng 3 ngày, đóng gói chắc chắn, tai nghe đỉnh khỏi bàn, mà còn đẹp nữa trùi ui. Mang đến trải nghiệm âm thanh sống động., Chất lượng âm thanh ấn tượng., Thoải mái khi đeo trong thời gian dài., Kết nối không dây tiện lợi., Chức năng chống ồn tuyệt vời!, Thiết kế mượt mà và sang trọng., Dễ dàng cài đặt và sử dụng.,",5.0,331,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_a64c13de,lazada_2350848448,🔋Battery Life:,5.0,14,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_aa9f402b,lazada_2619228017,"giáo hàng nhanh, chất lượng âm thanh tốt , nhạc remix bao phê",5.0,61,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_adc40331,lazada_426216015,"theo mình nghĩ là tốt trong tầm giá khuyến mãi, nghe có vẻ lọt âm ra ngoài là do gọng đeo chưa ôm, để cải thiện các bạn dùng EQ chỉnh hoặc 1 số dòng điện thoại có sẵn",5.0,166,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_b062239a,lazada_1310728761,Sound Quality:,5.0,14,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_b0c46baf,lazada_2274902846,"Cách âm tốt, Chất lượng sản phẩm bền bỉ,",5.0,40,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_b0e2595c,lazada_2267264164,"đã nhận hàng và xài thử, tai nghe quá ok luôn, âm mượt, cách âm tốt. xịn, quá xứng đáng với giá tiền",5.0,100,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_b646f075,lazada_2187772151,tai nghe hay quá,5.0,16,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_bb739a2b,lazada_1609509196,shop giao hàng siêu nhanh. tư vấn rất nhiệt tình. sản phẩm thì quá là chất lượng. nghe nhạc em này thì cực phê. ưng shop này quá. sẵn sàng cho shop 10 sao luôn,5.0,159,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_c16bfab3,lazada_2281148838,"Màu quá sang quá đẹp, mình mở là kết nối bluetooth nhận liền trên dt iphone lun. Nhắc nhở tải app chỉnh tai nghe của sony nữa, quá ok nha",5.0,137,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_c1e9b3d6,lazada_1654734544,âm thanh tệ mic cũng tệ tai nghe in ear dưới 100k bass nó còn to hơn,5.0,68,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_ca218567,lazada_2149571056,"Loa bass đập nghe phê quá! Hàng chính hãng, được tặng tai nghe, cáp sạc, ốp đt iphone, hết xu nên mua giá 2.781k, chứ có đủ xu giá chưa đến 2tr6.",5.0,145,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_ce9bddb0,lazada_2891718216,Sản phẩm hoạt động như mong đợi. Không gặp vấn đề gì. Nhận hàng trong tình trạng tốt. Hài lòng với lần mua này.,5.0,111,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_cf31d2ed,lazada_3109834690,"🔨Durability:this product is all I need thank you seller\n 🎧Sound Quality:sound quality is nice for music and even for games\n 🎧Comfort:it's good, I used this comfortably everyday\n 🔋Battery Life:battery life is also goods I used this for gaming and it has a long battery life",5.0,275,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_d1a0efd7,lazada_1766044067,"Vừa vặn thoải mái cho việc đeo lâu dài, Kiểu dáng trong tai tiện lợi,",5.0,69,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_d3414425,lazada_1478408408,"Thoải mái khi đeo lâu, Bền và chống mồ hôi, Bền và chống mồ hôi, Chất lượng âm thanh tuyệt vời,",5.0,95,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_d4b5d5f9,lazada_2322070325,hàng chuẩn mới giao nhanh vẫn cho 5 sao mà nảy giờ chưa kết nối đc,5.0,66,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_d5536128,lazada_2294865133,"Thoải mái trong nhiều giờ, Lý tưởng cho công việc văn phòng và giải trí đa phương tiện, Thiết kế mượt mà và phong cách,",5.0,119,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_d6b78df0,lazada_2907700783,Sound Quality:,5.0,14,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_dbbb969e,lazada_2376247029,"Chất lượng xây dựng tuyệt vời, Tuyệt vời cho tập luyện và thể thao, Giá trị đồng tiền, đáng để mua, Rất khuyến khích cho những người yêu âm nhạcTiện lợi và di động,",5.0,164,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_e351c70e,lazada_1524674253,Đóng gói cẩn thận đẹp. Tai nghe tốt. Nghe êm chống ồn. Vừa nhận hàng là phải đặt ngay thêm 2 cái nữa. Vote shop 5 sao Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,5.0,221,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_e5885b7f,lazada_426216015,"sản phẩm tốt nhất mình mua được ạ, cảm ơn nhiều, âm thanh trong trẻo lắm ạ !",5.0,76,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_e7ad6da4,lazada_290654971,tai nghe tốt nghe đc pin trâu có đèn phát sáng phù hợp vs giá tiền đóng gói hàng chắc chắn hộp ko bị móp méo tầm 2 ngày là có hàng nói chung nên mua nha,5.0,152,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_f3549f3c,lazada_2802754956,just used them to DJ last night great sound and sound isolation. good buy at good price. no problems with the item good packaging.,5.0,130,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_f452f816,lazada_1341823195,"Tai nghe chống ồn tốt , nghe gọi cực kỳ OK ,",5.0,44,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_f6a37b30,lazada_156609186,sản phẩm y hình ok nhưng mua r sau ủng hộ tiếp bình luận chỉ mang tính chất nhận xu abcxyz ahihihi mãi chưa đủ nhận xu,5.0,118,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_fb327137,lazada_2231530655,"Chất lượng phù hợp với giá tiền , tốt 👍",5.0,39,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_000f9dea,lazada_1341752572,"mua học online quá là tuyệt luôn. âm thanh ổn định, míc nói tốt ok. giá cả phải chăng, tầm giá. shop tư vấn nhiệt tình. hàng chính hãng nên ko lo lắng gì cả",5.0,156,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_03789e26,lazada_2274902846,tai nghe hay nhất trong tầm giá dưới 10 tỉ,5.0,42,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_044c6505,lazada_2195749466,"sesuai pesanan, pengiriman aman cepat terpercaya ok, isi box lengkap, mudah di hubungkn ke blutut, cm agk kekclian di sy, mngkn krn kpl sy lbih bsar. slbihny ok, ttp bs di pke",5.0,175,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_0c256fb1,lazada_1235015283,"Cho tôi đổi cái khác,cái này sắc không vào không sự dụng được",5.0,69,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_204adee0,lazada_273230968,nghe êm âm thanh lớn rất ưng ý 👍,5.0,32,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_25f1486e,lazada_1615620387,"sản phẩm nghe rất hay đúng như quảng cáo ,hàng gửi thật nhanh giá cả phù hợp chất lượng tầm giá này rất oke",5.0,107,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_2818bbd7,lazada_1535236130,"Màu tím nhã nhặn. Giao hàng nhanh. Tai nghe giống miêu tả, không rè. Rất thích hợp cho bé mình học online. Cảm ơn shop",5.0,118,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_2a3b624d,lazada_2042506277,"Chất lượng âm thanh tuyệt vời!, Giá trị tuyệt vời cho giá cả, Kết nối Bluetooth tiện lợi, Thoải mái khi mặc trong thời gian dài,",5.0,128,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_2ae46f28,lazada_2510676041,"Thiết kế mượt mà, hoàn hảo để mang theo, Vật liệu chất lượng cao đảm bảo độ bền,",5.0,80,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_30a02d6f,lazada_1891380057,"Ngoại hình thời trang và hiện đại, Kết nối không dây tiện lợi, chất lượng âm thanh thì tạm ổn.",5.0,94,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_312ac78c,lazada_2636265097,"Bông mềm xốp thoáng tai mình đeo 2 tiếng ko bị nóng, nhẹ tai nữa. Thiết kế đơn giản màu trắng nhạt mình rất thích",5.0,113,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_33316208,lazada_2470817035,a9 ko lên nguồn,5.0,15,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_34ff169a,lazada_2260145786,"Thử 3 cái đt đều k tìm thấy thiết bị,không kết nối. dm bịp bợm",5.0,62,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_3750345f,lazada_2050586084,"Đã nhận được hàng rồi ạ. Shop giao đúng mẫu sản phẩm, giá thành rẻ. Cảm ơn Shop nhiều nhé",5.0,89,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_3e6c54ce,lazada_2523793374,"nghe rõ, êm, kết nối nhanh nhưng pin thì ko sài đc 4 tiếng như quảng cáo. tầm 2 tiếng",5.0,85,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_42c3d547,lazada_1554102166,"Đắn đo mãi mới mua được 1 sản phẩm vừa ý và đầy đủ chức năng===^^^. Tai nghe tốt, tạm thời dùng rất ổn. Âm thanh trong và ấm đeo lâu thấy ko đau tai. Giao hàng nhanh và đóng hộp đẹp, màu đẹp Đáng mua cho 5 sao",5.0,209,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_455c7c83,lazada_1569856692,hàng tốt nhưng giao chế nhưng ko sao,5.0,36,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_5057b61a,lazada_2633001743,"Thiết kế mượt mà và phong cách, Trải nghiệm âm thanh sống động, Điều khiển trên tai tiện lợi, Hiệu suất âm thanh chất lượng cao, Giá trị tuyệt vời cho số tiền bỏ ra, Vừa vặn thoải mái cho các buổi nghe dài, Kết cấu bền bỉ cho sử dụng hàng ngày, kết nối dễ dàng,rất đáng với số tiền bỏ ra, thời gian sạc không quá lâu ,giao hàng nhanh,mọi người đều rất tuyệt",5.0,357,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_533c228d,lazada_2530567131,🔋Battery Life:,5.0,14,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_5978e701,lazada_2907700783,"The box was smashed. Very poor packaging. Headphones are ok. working. I ordered 2 pc different color, but got only one. Suppose the purple is out of stock. Going for refund.",5.0,173,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_59eb2d60,lazada_2231530655,Hàng đẹp đúng như mô tả chưa sd nên không biết bền không sd rồi cho ý kiến thêm,5.0,79,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_5a31aadf,lazada_2615050330,Chất lượng rất ổn,5.0,17,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_5a6db688,lazada_2660978137,"Nghe nhạc đỉnh shop ơi, đeo lên đầu rất indie và art art trông rất cuốn, màu đơn sắc khi xài nên giữ kĩ càng",5.0,108,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_5b3749d6,lazada_2470817035,mới mua về tai nghe được tai không,5.0,34,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_63dca5c3,lazada_982348970,"Tai nghe của logitech thì khỏi phải bàn về độ chất lượng và đẹp, mình rất ưng khi nhận hàng hihi",5.0,96,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_683f5b16,lazada_156609186,"Màu xám thời trang, Màu xám thời trang, Tương thích với nhiều thiết bị khác nhau, Đa năng cho việc sử dụng DJ, Chất lượng âm thanh tuyệt vời,",5.0,141,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_6d4f6ad4,lazada_2802754956,"I ordered it in orange specifically , because it was a birthday gift for someone special. You sent me a black pair. Why don't you message me before you just send any colour you feel like sending? Tôi đặt màu cam vì đây là quà sinh nhật cho một người đặc biệt. Bạn gửi cho tôi một đôi màu đen. Sao bạn không nhắn tin cho tôi trước khi gửi bất kỳ màu nào bạn muốn?",5.0,362,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_6ddef2ef,lazada_287442138,"tai nghe rõ. êm. Chất lượng, giá cả lại vừa tầm. mình rất hài lòng.",5.0,67,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_732ad879,lazada_2039350426,"Good quality of sound and mike. Perfect design, good battery",5.0,60,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_745d2571,lazada_568868580,"giao hàng hơi lâu do dịch nhưng nhận sp khá ưng ý. tai nghe đẹp , bật max nghe vẫn tốt, khoảng cách nghe ổn trong 10m với thiết bị kết nối. khả năng đàm thoại ổn. Độ bền trờ thời gian 👍👍👍👍",5.0,188,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_7c43f84e,lazada_1620564172,Hàng hoá chất lượng tốt,5.0,23,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_7dc35a30,lazada_1574232051,"Tai nghe hay, chắc chắn, nghe rất êm. Giao hàng nhanh chóng, shop đóng gói hàng kỹ càng chuẩn bị rất nhanh.",5.0,107,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_80ba1961,lazada_2719790173,"great budget noise cancelling headphones ,high sound quality .control equalizer with edifier app ..impressive battery life",5.0,122,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_87dc3ae3,lazada_1681812149,Giao hàng đến nơi nhận được nhưng mở ra Ko có gì bên trong hộp hết vậy là sao???ko thấy phản hồi lửa gạt khách hàng sao,5.0,119,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_8800b2aa,lazada_3094639721,dùng tốt mn nên mua nghe hay rảnh tay đi bộ tập thể thao...,5.0,59,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_8a395271,lazada_3094639721,"hàng ok lắm luôn ý Giá cả hợp lý mà shop đóng gói cần thận nữa Nên mua nhé mn,mình đã dùng rồi,ok nha",5.0,101,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_8d63dd93,lazada_2719790173,"Tuổi thọ pin lâu dài, Hiệu suất ANC ấn tượng,",5.0,45,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_93052c1e,lazada_1707015122,Nhé mô tả rẻ,5.0,12,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_98b388f5,lazada_3094639721,🎤Sound Quality:,5.0,15,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_9a935018,lazada_2294979813,Ưng ý với sản phẩm. Dùng thẻ nhớ nghe thoải maixxxxcccccxcccccc,5.0,63,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_9ab453de,lazada_2504967205,"Nhịn rất xịn xò, đóng gói đẹp chuyên nghiệp",5.0,43,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_9b46ab58,lazada_2365309626,"Hàng đặt hộ, chưa sử dụng nên chưa đánh giá được chất lượng. Hi vọng không phải bỏ đi.",5.0,86,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_9d526273,lazada_3096444184,Tai nghe tốt ok mong xài bền lâu so với giá tầm này thì ok không nói thêm gì,5.0,76,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_a1a3eacb,lazada_2802754956,Awesome headphones for podcasting and singing… my girl loves them for singing and they’re excellent at blocking outside sound. Perfect end for my home studio.,5.0,158,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_a5e784db,lazada_2283131857,🔋Battery Life:,5.0,14,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_a81e153f,lazada_1385291231,tốt hợp với giá tiền,5.0,20,positive,2025-11-17 08:39:54.585193
