transaction_id,order_id,customer_id,transaction_date,transaction_type,amount_usd,amount_vnd,currency,payment_method,payment_status,platform,region,customer_segment,created_at
TXN_0a7d4127,VN_ORDER_000015,VN_CUST_002915,2025-02-09 19:06:24,purchase,7408.26,177798192.0,USD,E_Wallet_ZaloPay,Paid,Sendo,South,Regular,2025-10-01T21:32:54.889826
TXN_af088162,VN_ORDER_000015,VN_CUST_002915,2025-02-09 19:06:24,shipping,0.0,0.0,USD,E_Wallet_ZaloPay,Paid,Sendo,South,Regular,2025-10-01T21:32:54.889826
TXN_1e01d824,VN_ORDER_000016,VN_CUST_001150,2025-05-18 19:06:24,purchase,530.71,12736944.0,USD,Bank_Transfer,Paid,Lazada,South,High_Value,2025-10-01T21:32:54.889874
TXN_0cdf6b90,VN_ORDER_000017,VN_CUST_004553,2025-03-03 19:06:24,purchase,2261.78,54282745.0,USD,Bank_Transfer,Paid,Shopee,South,Regular,2025-10-01T21:32:54.889913
TXN_26600dd0,VN_ORDER_000017,VN_CUST_004553,2025-03-03 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Paid,Shopee,South,Regular,2025-10-01T21:32:54.889913
TXN_ca2988ac,VN_ORDER_000017,VN_CUST_004553,2025-03-03 19:06:24,discount,-296.25,-7110000.0,USD,Bank_Transfer,Paid,Shopee,South,Regular,2025-10-01T21:32:54.889913
TXN_2878d9c9,VN_ORDER_000018,VN_CUST_003849,2024-11-14 19:06:24,purchase,4114.63,98751230.0,USD,COD,Paid,Tiki,South,High_Value,2025-10-01T21:32:54.889959
TXN_34db1b54,VN_ORDER_000018,VN_CUST_003849,2024-11-14 19:06:24,shipping,0.0,0.0,USD,COD,Paid,Tiki,South,High_Value,2025-10-01T21:32:54.889959
TXN_df9fac0d,VN_ORDER_000018,VN_CUST_003849,2024-11-14 19:06:24,discount,-789.98,-18959520.0,USD,COD,Paid,Tiki,South,High_Value,2025-10-01T21:32:54.889959
TXN_e5bd223e,VN_ORDER_000019,VN_CUST_003183,2024-10-12 19:06:24,purchase,3669.75,88074096.0,USD,Bank_Transfer,Paid,Tiki,Central,Premium,2025-10-01T21:32:54.890002
TXN_afa1689a,VN_ORDER_000019,VN_CUST_003183,2024-10-12 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Paid,Tiki,Central,Premium,2025-10-01T21:32:54.890002
TXN_5e3c093f,VN_ORDER_000020,VN_CUST_001505,2024-10-04 19:06:24,purchase,2561.27,61470552.0,USD,E_Wallet_MoMo,Paid,Shopee,Central,Regular,2025-10-01T21:32:54.890040
TXN_48771a72,VN_ORDER_000020,VN_CUST_001505,2024-10-04 19:06:24,shipping,0.0,0.0,USD,E_Wallet_MoMo,Paid,Shopee,Central,Regular,2025-10-01T21:32:54.890040
TXN_ab02c650,VN_ORDER_000021,VN_CUST_001849,2025-01-28 19:06:24,purchase,5034.42,120825995.0,USD,COD,Paid,Lazada,North,High_Value,2025-10-01T21:32:54.890085
TXN_50fde64a,VN_ORDER_000021,VN_CUST_001849,2025-01-28 19:06:24,shipping,0.0,0.0,USD,COD,Paid,Lazada,North,High_Value,2025-10-01T21:32:54.890085
TXN_492fd757,VN_ORDER_000021,VN_CUST_001849,2025-01-28 19:06:24,discount,-209.04,-5016960.0,USD,COD,Paid,Lazada,North,High_Value,2025-10-01T21:32:54.890085
TXN_4c354ae5,VN_ORDER_000022,VN_CUST_000717,2025-01-12 19:06:24,purchase,3459.04,83016912.0,USD,Bank_Transfer,Paid,Shopee,North,Regular,2025-10-01T21:32:54.890133
TXN_64f93a3d,VN_ORDER_000022,VN_CUST_000717,2025-01-12 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Paid,Shopee,North,Regular,2025-10-01T21:32:54.890133
TXN_6b1a0213,VN_ORDER_000023,VN_CUST_001955,2025-01-14 19:06:24,purchase,1376.54,33036960.0,USD,E_Wallet_ZaloPay,Paid,Tiki,North,Regular,2025-10-01T21:32:54.890173
TXN_782c3801,VN_ORDER_000023,VN_CUST_001955,2025-01-14 19:06:24,shipping,0.0,0.0,USD,E_Wallet_ZaloPay,Paid,Tiki,North,Regular,2025-10-01T21:32:54.890173
TXN_7c90c82a,VN_ORDER_000024,VN_CUST_004152,2024-11-19 19:06:24,purchase,1794.87,43076880.0,USD,E_Wallet_ZaloPay,Paid,Shopee,Central,Regular,2025-10-01T21:32:54.890212
TXN_f26bc766,VN_ORDER_000024,VN_CUST_004152,2024-11-19 19:06:24,shipping,0.0,0.0,USD,E_Wallet_ZaloPay,Paid,Shopee,Central,Regular,2025-10-01T21:32:54.890212
TXN_ca015c66,VN_ORDER_000025,VN_CUST_000797,2024-10-24 19:06:24,purchase,652.49,15659820.0,USD,COD,Paid,Tiki,Central,High_Value,2025-10-01T21:32:54.890250
TXN_0b3ddfbb,VN_ORDER_000025,VN_CUST_000797,2024-10-24 19:06:24,discount,-115.26,-2766240.0,USD,COD,Paid,Tiki,Central,High_Value,2025-10-01T21:32:54.890250
TXN_e3aff9c4,VN_ORDER_000026,VN_CUST_002093,2025-04-13 19:06:24,purchase,1199.41,28785863.0,USD,COD,Paid,Shopee,Central,Regular,2025-10-01T21:32:54.890289
TXN_38d40786,VN_ORDER_000026,VN_CUST_002093,2025-04-13 19:06:24,shipping,0.0,0.0,USD,COD,Paid,Shopee,Central,Regular,2025-10-01T21:32:54.890289
TXN_ce72045f,VN_ORDER_000026,VN_CUST_002093,2025-04-13 19:06:24,discount,-47.19,-1132560.0,USD,COD,Paid,Shopee,Central,Regular,2025-10-01T21:32:54.890289
TXN_37157174,VN_ORDER_000027,VN_CUST_004309,2025-02-14 19:06:24,purchase,4476.8,107443248.0,USD,COD,Failed,Sendo,South,Regular,2025-10-01T21:32:54.890341
TXN_ef587ea6,VN_ORDER_000027,VN_CUST_004309,2025-02-14 19:06:24,shipping,0.0,0.0,USD,COD,Failed,Sendo,South,Regular,2025-10-01T21:32:54.890341
TXN_b6a82b6d,VN_ORDER_000028,VN_CUST_004493,2025-01-26 19:06:24,purchase,182.71,4385040.0,USD,E_Wallet_ZaloPay,Paid,Lazada,North,Regular,2025-10-01T21:32:54.890386
TXN_d9ca0489,VN_ORDER_000029,VN_CUST_003665,2025-05-11 19:06:24,purchase,1441.18,34588224.0,USD,Bank_Transfer,Paid,Shopee,North,Regular,2025-10-01T21:32:54.890422
TXN_3591ff34,VN_ORDER_000029,VN_CUST_003665,2025-05-11 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Paid,Shopee,North,Regular,2025-10-01T21:32:54.890422
TXN_99af5aee,VN_ORDER_000030,VN_CUST_004262,2025-08-12 19:06:24,purchase,826.57,19837752.0,USD,Credit_Card,Paid,Lazada,North,Regular,2025-10-01T21:32:54.890461
TXN_0ac19c83,VN_ORDER_000031,VN_CUST_003540,2025-01-10 19:06:24,purchase,314.18,7540288.0,USD,Bank_Transfer,Paid,Lazada,North,High_Value,2025-10-01T21:32:54.890495
TXN_65d0c816,VN_ORDER_000031,VN_CUST_003540,2025-01-10 19:06:24,discount,-53.99,-1295760.0,USD,Bank_Transfer,Paid,Lazada,North,High_Value,2025-10-01T21:32:54.890495
TXN_71b2e9a5,VN_ORDER_000032,VN_CUST_003696,2025-08-29 19:06:24,purchase,819.32,19663776.0,USD,Credit_Card,Paid,Shopee,Central,High_Value,2025-10-01T21:32:54.890532
TXN_7b1aada0,VN_ORDER_000033,VN_CUST_003439,2024-10-16 19:06:24,purchase,2526.04,60624960.0,USD,Credit_Card,Paid,Shopee,North,Regular,2025-10-01T21:32:54.890566
TXN_4eb287b6,VN_ORDER_000033,VN_CUST_003439,2024-10-16 19:06:24,shipping,0.0,0.0,USD,Credit_Card,Paid,Shopee,North,Regular,2025-10-01T21:32:54.890566
TXN_a311ed53,VN_ORDER_000034,VN_CUST_003592,2025-02-28 19:06:24,purchase,5876.42,141034032.0,USD,Bank_Transfer,Paid,Lazada,North,Premium,2025-10-01T21:32:54.890603
TXN_b10d14bb,VN_ORDER_000034,VN_CUST_003592,2025-02-28 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Paid,Lazada,North,Premium,2025-10-01T21:32:54.890603
TXN_0cb10da4,VN_ORDER_000034,VN_CUST_003592,2025-02-28 19:06:24,discount,-21.02,-504480.0,USD,Bank_Transfer,Paid,Lazada,North,Premium,2025-10-01T21:32:54.890603
TXN_a76ca9a9,VN_ORDER_000035,VN_CUST_001573,2025-04-08 19:06:24,purchase,527.18,12652413.0,USD,COD,Paid,Tiki,North,High_Value,2025-10-01T21:32:54.890646
TXN_73a6bc41,VN_ORDER_000035,VN_CUST_001573,2025-04-08 19:06:24,discount,-81.61,-1958640.0,USD,COD,Paid,Tiki,North,High_Value,2025-10-01T21:32:54.890646
TXN_cbb4a9a5,VN_ORDER_000036,VN_CUST_003213,2025-07-21 19:06:24,purchase,1496.64,35919312.0,USD,E_Wallet_ZaloPay,Paid,Sendo,North,Regular,2025-10-01T21:32:54.890683
TXN_bc28c03b,VN_ORDER_000036,VN_CUST_003213,2025-07-21 19:06:24,shipping,0.0,0.0,USD,E_Wallet_ZaloPay,Paid,Sendo,North,Regular,2025-10-01T21:32:54.890683
TXN_907d4484,VN_ORDER_000037,VN_CUST_002897,2025-04-12 19:06:24,purchase,5675.09,136202088.0,USD,Bank_Transfer,Paid,Shopee,Central,Premium,2025-10-01T21:32:54.890721
TXN_20d70a64,VN_ORDER_000037,VN_CUST_002897,2025-04-12 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Paid,Shopee,Central,Premium,2025-10-01T21:32:54.890721
TXN_2e4491ce,VN_ORDER_000038,VN_CUST_002042,2025-08-21 19:06:24,purchase,1422.49,34139859.0,USD,E_Wallet_MoMo,Paid,Sendo,North,Regular,2025-10-01T21:32:54.890758
TXN_df18b4c2,VN_ORDER_000038,VN_CUST_002042,2025-08-21 19:06:24,shipping,0.0,0.0,USD,E_Wallet_MoMo,Paid,Sendo,North,Regular,2025-10-01T21:32:54.890758
TXN_241d9d4b,VN_ORDER_000038,VN_CUST_002042,2025-08-21 19:06:24,discount,-135.19,-3244560.0,USD,E_Wallet_MoMo,Paid,Sendo,North,Regular,2025-10-01T21:32:54.890758
TXN_33aa6139,VN_ORDER_000039,VN_CUST_001705,2025-01-24 19:06:24,purchase,4649.24,111581860.0,USD,COD,Paid,Tiki,North,Premium,2025-10-01T21:32:54.890800
TXN_ce7a480e,VN_ORDER_000039,VN_CUST_001705,2025-01-24 19:06:24,shipping,0.0,0.0,USD,COD,Paid,Tiki,North,Premium,2025-10-01T21:32:54.890800
TXN_25f974bf,VN_ORDER_000039,VN_CUST_001705,2025-01-24 19:06:24,discount,-299.49,-7187760.0,USD,COD,Paid,Tiki,North,Premium,2025-10-01T21:32:54.890800
TXN_a84c9767,VN_ORDER_000040,VN_CUST_003071,2025-02-11 19:06:24,purchase,927.98,22271568.0,USD,E_Wallet_ZaloPay,Paid,Lazada,Central,Regular,2025-10-01T21:32:54.890842
TXN_27ff5420,VN_ORDER_000041,VN_CUST_001162,2024-11-09 19:06:24,purchase,247.02,5928384.0,USD,E_Wallet_MoMo,Paid,Shopee,North,Regular,2025-10-01T21:32:54.890876
TXN_e9840816,VN_ORDER_000042,VN_CUST_000261,2025-03-13 19:06:24,purchase,1002.23,24053568.0,USD,E_Wallet_MoMo,Paid,Sendo,South,Regular,2025-10-01T21:32:54.890908
TXN_d18c5a4e,VN_ORDER_000042,VN_CUST_000261,2025-03-13 19:06:24,shipping,0.0,0.0,USD,E_Wallet_MoMo,Paid,Sendo,South,Regular,2025-10-01T21:32:54.890908
TXN_65070337,VN_ORDER_000043,VN_CUST_000540,2024-10-20 19:06:24,purchase,4046.18,97108370.0,USD,Credit_Card,Paid,Lazada,Central,Premium,2025-10-01T21:32:54.890945
TXN_1fb36b12,VN_ORDER_000043,VN_CUST_000540,2024-10-20 19:06:24,shipping,0.0,0.0,USD,Credit_Card,Paid,Lazada,Central,Premium,2025-10-01T21:32:54.890945
TXN_bcd65748,VN_ORDER_000043,VN_CUST_000540,2024-10-20 19:06:24,discount,-251.47,-6035280.0,USD,Credit_Card,Paid,Lazada,Central,Premium,2025-10-01T21:32:54.890945
TXN_5afb4dc8,VN_ORDER_000044,VN_CUST_004968,2025-05-05 19:06:24,purchase,1128.45,27082704.0,USD,E_Wallet_ZaloPay,Failed,Shopee,North,High_Value,2025-10-01T21:32:54.890986
TXN_5ca598b6,VN_ORDER_000044,VN_CUST_004968,2025-05-05 19:06:24,shipping,0.0,0.0,USD,E_Wallet_ZaloPay,Failed,Shopee,North,High_Value,2025-10-01T21:32:54.890986
TXN_71fc98b7,VN_ORDER_000045,VN_CUST_001563,2025-07-06 19:06:24,purchase,1979.1,47498302.0,USD,E_Wallet_MoMo,Paid,Lazada,South,Regular,2025-10-01T21:32:54.891022
TXN_9805108c,VN_ORDER_000045,VN_CUST_001563,2025-07-06 19:06:24,shipping,0.0,0.0,USD,E_Wallet_MoMo,Paid,Lazada,South,Regular,2025-10-01T21:32:54.891022
TXN_f4ccb424,VN_ORDER_000045,VN_CUST_001563,2025-07-06 19:06:24,discount,-130.55,-3133200.0000000005,USD,E_Wallet_MoMo,Paid,Lazada,South,Regular,2025-10-01T21:32:54.891022
TXN_cd32e223,VN_ORDER_000046,VN_CUST_002760,2025-01-17 19:06:24,purchase,6168.15,148035617.0,USD,COD,Paid,Lazada,South,Premium,2025-10-01T21:32:54.891067
TXN_53be9440,VN_ORDER_000046,VN_CUST_002760,2025-01-17 19:06:24,shipping,0.0,0.0,USD,COD,Paid,Lazada,South,Premium,2025-10-01T21:32:54.891067
TXN_4012a362,VN_ORDER_000046,VN_CUST_002760,2025-01-17 19:06:24,discount,-779.02,-18696480.0,USD,COD,Paid,Lazada,South,Premium,2025-10-01T21:32:54.891067
TXN_09eaab25,VN_ORDER_000047,VN_CUST_002958,2024-11-24 19:06:24,purchase,3224.41,77385792.0,USD,COD,Paid,Tiki,South,Premium,2025-10-01T21:32:54.891109
TXN_df5ed4c7,VN_ORDER_000047,VN_CUST_002958,2024-11-24 19:06:24,shipping,0.0,0.0,USD,COD,Paid,Tiki,South,Premium,2025-10-01T21:32:54.891109
TXN_cfc8780e,VN_ORDER_000048,VN_CUST_002656,2025-05-22 19:06:24,purchase,1278.73,30689472.0,USD,Bank_Transfer,Failed,Tiki,North,High_Value,2025-10-01T21:32:54.891148
TXN_aa7fb507,VN_ORDER_000048,VN_CUST_002656,2025-05-22 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Failed,Tiki,North,High_Value,2025-10-01T21:32:54.891148
TXN_cca59365,VN_ORDER_000049,VN_CUST_002259,2024-10-01 19:06:24,purchase,420.64,10095360.0,USD,E_Wallet_ZaloPay,Paid,Lazada,North,Regular,2025-10-01T21:32:54.891197
TXN_139a1f95,VN_ORDER_000050,VN_CUST_001047,2025-05-03 19:06:24,purchase,2538.41,60921960.0,USD,E_Wallet_ZaloPay,Paid,Shopee,Central,Regular,2025-10-01T21:32:54.891236
TXN_ee2654d8,VN_ORDER_000050,VN_CUST_001047,2025-05-03 19:06:24,shipping,0.0,0.0,USD,E_Wallet_ZaloPay,Paid,Shopee,Central,Regular,2025-10-01T21:32:54.891236
TXN_f21c0d3a,VN_ORDER_000051,VN_CUST_002570,2025-09-02 19:06:24,purchase,1606.43,38554296.0,USD,Bank_Transfer,Paid,Tiki,South,High_Value,2025-10-01T21:32:54.891276
TXN_f6f9ba6e,VN_ORDER_000051,VN_CUST_002570,2025-09-02 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Paid,Tiki,South,High_Value,2025-10-01T21:32:54.891276
TXN_f71ba367,VN_ORDER_000052,VN_CUST_003183,2025-05-21 19:06:24,purchase,1978.43,47482365.0,USD,Bank_Transfer,Paid,Lazada,Central,Premium,2025-10-01T21:32:54.891314
TXN_293666b5,VN_ORDER_000052,VN_CUST_003183,2025-05-21 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Paid,Lazada,Central,Premium,2025-10-01T21:32:54.891314
TXN_c6c9d9ac,VN_ORDER_000052,VN_CUST_003183,2025-05-21 19:06:24,discount,-1.89,-45360.0,USD,Bank_Transfer,Paid,Lazada,Central,Premium,2025-10-01T21:32:54.891314
TXN_191ae8e9,VN_ORDER_000053,VN_CUST_003195,2025-08-23 19:06:24,purchase,225.02,5400384.0,USD,E_Wallet_MoMo,Paid,Shopee,South,Regular,2025-10-01T21:32:54.891356
TXN_23716769,VN_ORDER_000054,VN_CUST_000381,2025-08-01 19:06:24,purchase,239.47,5747280.0,USD,COD,Paid,Lazada,North,Regular,2025-10-01T21:32:54.891389
TXN_62cd5802,VN_ORDER_000055,VN_CUST_004353,2024-11-30 19:06:24,purchase,219.16,5259835.0,USD,E_Wallet_MoMo,Paid,Tiki,North,Regular,2025-10-01T21:32:54.891422
TXN_4f55905a,VN_ORDER_000055,VN_CUST_004353,2024-11-30 19:06:24,discount,-11.84,-284160.0,USD,E_Wallet_MoMo,Paid,Tiki,North,Regular,2025-10-01T21:32:54.891422
TXN_498bd282,VN_ORDER_000056,VN_CUST_003522,2025-03-18 19:06:24,purchase,1207.68,28984253.0,USD,Bank_Transfer,Paid,Shopee,South,Regular,2025-10-01T21:32:54.891461
TXN_c25ad03e,VN_ORDER_000056,VN_CUST_003522,2025-03-18 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Paid,Shopee,South,Regular,2025-10-01T21:32:54.891461
TXN_40f92248,VN_ORDER_000056,VN_CUST_003522,2025-03-18 19:06:24,discount,-130.12,-3122880.0,USD,Bank_Transfer,Paid,Shopee,South,Regular,2025-10-01T21:32:54.891461
TXN_2fe79076,VN_ORDER_000057,VN_CUST_004044,2024-12-12 19:06:24,purchase,4713.5,113123989.0,USD,COD,Paid,Lazada,South,High_Value,2025-10-01T21:32:54.891502
TXN_d5a79c7d,VN_ORDER_000057,VN_CUST_004044,2024-12-12 19:06:24,shipping,0.0,0.0,USD,COD,Paid,Lazada,South,High_Value,2025-10-01T21:32:54.891502
TXN_2d8ff720,VN_ORDER_000057,VN_CUST_004044,2024-12-12 19:06:24,discount,-233.53,-5604720.0,USD,COD,Paid,Lazada,South,High_Value,2025-10-01T21:32:54.891502
TXN_34178adb,VN_ORDER_000058,VN_CUST_003113,2025-04-27 19:06:24,purchase,1824.52,43788369.0,USD,Bank_Transfer,Paid,Tiki,South,Regular,2025-10-01T21:32:54.891554
TXN_1abc8057,VN_ORDER_000058,VN_CUST_003113,2025-04-27 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Paid,Tiki,South,Regular,2025-10-01T21:32:54.891554
TXN_f01d7ce2,VN_ORDER_000058,VN_CUST_003113,2025-04-27 19:06:24,discount,-4.26,-102240.0,USD,Bank_Transfer,Paid,Tiki,South,Regular,2025-10-01T21:32:54.891554
TXN_5e8834ae,VN_ORDER_000059,VN_CUST_003293,2025-09-16 19:06:24,purchase,2160.49,51851869.0,USD,Bank_Transfer,Paid,Lazada,South,High_Value,2025-10-01T21:32:54.891596
TXN_2ea1e734,VN_ORDER_000059,VN_CUST_003293,2025-09-16 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Paid,Lazada,South,High_Value,2025-10-01T21:32:54.891596
TXN_a5cb849b,VN_ORDER_000059,VN_CUST_003293,2025-09-16 19:06:24,discount,-181.38,-4353120.0,USD,Bank_Transfer,Paid,Lazada,South,High_Value,2025-10-01T21:32:54.891596
TXN_e1a8ea8c,VN_ORDER_000060,VN_CUST_000966,2024-12-08 19:06:24,purchase,2931.18,70348344.0,USD,E_Wallet_MoMo,Failed,Lazada,North,Regular,2025-10-01T21:32:54.891645
TXN_724eb96a,VN_ORDER_000060,VN_CUST_000966,2024-12-08 19:06:24,shipping,0.0,0.0,USD,E_Wallet_MoMo,Failed,Lazada,North,Regular,2025-10-01T21:32:54.891645
TXN_1d70031a,VN_ORDER_000061,VN_CUST_000699,2025-01-31 19:06:24,purchase,1016.57,24397762.0,USD,Credit_Card,Paid,Lazada,Central,Regular,2025-10-01T21:32:54.891688
TXN_8ce07c86,VN_ORDER_000061,VN_CUST_000699,2025-01-31 19:06:24,shipping,0.0,0.0,USD,Credit_Card,Paid,Lazada,Central,Regular,2025-10-01T21:32:54.891688
TXN_54dec1ee,VN_ORDER_000061,VN_CUST_000699,2025-01-31 19:06:24,discount,-11.77,-282480.0,USD,Credit_Card,Paid,Lazada,Central,Regular,2025-10-01T21:32:54.891688
TXN_281eca88,VN_ORDER_000062,VN_CUST_001396,2025-07-04 19:06:24,purchase,532.91,12789751.0,USD,Bank_Transfer,Paid,Shopee,North,Regular,2025-10-01T21:32:54.891731
TXN_52030d26,VN_ORDER_000062,VN_CUST_001396,2025-07-04 19:06:24,discount,-6.3,-151200.0,USD,Bank_Transfer,Paid,Shopee,North,Regular,2025-10-01T21:32:54.891731
TXN_ec2ea2cb,VN_ORDER_000063,VN_CUST_002030,2024-12-16 19:06:24,purchase,1330.4,31929669.0,USD,Bank_Transfer,Paid,Sendo,North,Regular,2025-10-01T21:32:54.891770
TXN_2dc040b7,VN_ORDER_000063,VN_CUST_002030,2024-12-16 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Paid,Sendo,North,Regular,2025-10-01T21:32:54.891770
TXN_d1144476,VN_ORDER_000063,VN_CUST_002030,2024-12-16 19:06:24,discount,-250.95,-6022800.0,USD,Bank_Transfer,Paid,Sendo,North,Regular,2025-10-01T21:32:54.891770
TXN_144c90ae,VN_ORDER_000064,VN_CUST_003194,2025-06-09 19:06:24,purchase,2004.37,48104760.0,USD,Bank_Transfer,Paid,Sendo,North,Regular,2025-10-01T21:32:54.891817
TXN_f5caf39c,VN_ORDER_000064,VN_CUST_003194,2025-06-09 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Paid,Sendo,North,Regular,2025-10-01T21:32:54.891817
TXN_0120674e,VN_ORDER_000065,VN_CUST_004517,2025-09-09 19:06:24,purchase,685.32,16447621.0,USD,Credit_Card,Failed,Sendo,South,Regular,2025-10-01T21:32:54.891860
TXN_73eb45ec,VN_ORDER_000065,VN_CUST_004517,2025-09-09 19:06:24,discount,-1.61,-38640.0,USD,Credit_Card,Failed,Sendo,South,Regular,2025-10-01T21:32:54.891860
TXN_e64be2da,VN_ORDER_000066,VN_CUST_000191,2025-08-12 19:06:24,purchase,1478.69,35488523.0,USD,Bank_Transfer,Paid,Lazada,North,Premium,2025-10-01T21:32:54.891898
TXN_3378bbd7,VN_ORDER_000066,VN_CUST_000191,2025-08-12 19:06:24,shipping,0.0,0.0,USD,Bank_Transfer,Paid,Lazada,North,Premium,2025-10-01T21:32:54.891898
